Dates,Year,Week,Top 10 Gross,%¡À LW,Overall Gross,%¡À LW.1,Releases,#1 Release,link,lYear,lWeek,lTop 10 Gross,lOverall,lTop,lGross,lTGross,lWeeks,wT10Gross,wOverallGross,wRelease
Aug 23-25,2013,34,83842081,-26.20%,109886108,-21.20%,116,Lee Daniels' The Butler,/weekend/2013W34/?ref_=bo_wey_table_23,2013,33,113572527,139521935,Lee Daniels' The Butler,24637312,24637312,1,86155898.91666667,108205408.83333331,114.25
Aug 16-18,2013,33,113572527,-17.50%,139521935,-12.40%,116,Lee Daniels' The Butler,/weekend/2013W33/?ref_=bo_wey_table_24,2013,32,137650749,159265982,Elysium,29807393,29807393,1,115311023.75,135326532.33333334,112.91666666666669
Aug 9-11,2013,32,137650749,16.70%,159265982,15.30%,103,Elysium,/weekend/2013W32/?ref_=bo_wey_table_25,2013,31,117938083,138139733,2 Guns,27059130,27059130,1,133108853.25,150177606.16666666,109.83333333333331
Aug 2-4,2013,31,117938083,-22.30%,138139733,-19.90%,100,2 Guns,/weekend/2013W31/?ref_=bo_wey_table_26,2013,30,151703400,172372267,The Wolverine,53113752,53113752,1,134064684.33333331,149076426.08333334,108.58333333333331
Jul 26-28,2013,30,151703400,-13%,172372267,-11.90%,104,The Wolverine,/weekend/2013W30/?ref_=bo_wey_table_27,2013,29,174305736,195751234,The Conjuring,41855326,41855326,1,148763158.08333334,162250811.58333334,109.91666666666669
Jul 19-21,2013,29,174305736,-5.20%,195751234,-0.50%,109,The Conjuring,/weekend/2013W29/?ref_=bo_wey_table_28,2013,28,183777279,196649715,Despicable Me 2,43892895,228376775,2,182475369.5833333,195040168.16666663,108.0
Jul 12-14,2013,28,183777279,-16.20%,196649715,-14.40%,109,Despicable Me 2,/weekend/2013W28/?ref_=bo_wey_table_29,2013,27,219263985,229781413,Despicable Me 2,83517315,143074960,1,166993485.33333334,179117028.41666666,110.0
Jul 5-7,2013,27,219263985,21.50%,229781413,20.50%,95,Despicable Me 2,/weekend/2013W27/?ref_=bo_wey_table_30,2013,26,180411163,190698431,Monsters University,45607745,170433193,2,174799565.14285713,186610260.7142857,101.5
Jun 28-30,2013,26,180411163,-21.10%,190698431,-20.70%,104,Monsters University,/weekend/2013W26/?ref_=bo_wey_table_31,2013,25,228593120,240393582,Monsters University,82429469,82429469,1,179093226.14285713,192114475.2857143,106.21428571428572
Jun 21-23,2013,25,228593120,18.50%,240393582,17.80%,107,Monsters University,/weekend/2013W25/?ref_=bo_wey_table_32,2013,24,192954929,204034802,Man of Steel,116619362,128681486,1,183005245.3333333,193777360.25,109.0
Jun 14-16,2013,24,192954929,36.50%,204034802,36.70%,102,Man of Steel,/weekend/2013W24/?ref_=bo_wey_table_33,2013,23,141384924,149251384,The Purge,34058360,34058360,1,170617422.83333334,180717244.41666663,110.5
Jun 7-9,2013,23,141384924,-11.40%,149251384,-9.80%,105,The Purge,/weekend/2013W23/?ref_=bo_wey_table_34,2013,22,159570972,165545465,Fast & Furious 6,35164440,171003965,2,141521272.91666666,149983262.5,110.75
May 31-Jun 2,2013,22,159570972,-35.70%,165545465,-35%,110,Fast & Furious 6,/weekend/2013W22/?ref_=bo_wey_table_35,2013,21,305927990,314240146,Fast & Furious 6,117036995,117036995,1,155722830.2857143,163468887.57142857,109.0
May 24-27Memorial Day wknd,2013,21,305927990,67.50%,314240146,61.90%,97,Fast & Furious 6,/weekend/2013W21/occasion/us_memorialday_weekend/?ref_=bo_wey_table_37,2013,20,146889482,153855241,Star Trek Into Darkness,70165559,83701981,1,190812263.0909091,200275911.4090909,106.95454545454544
May 17-19,2013,20,146889482,-2.50%,153855241,-2.80%,112,Star Trek Into Darkness,/weekend/2013W20/?ref_=bo_wey_table_38,2013,19,150642459,158347179,Iron Man 3,72525615,284946699,2,145121413.0,154218433.5,116.33333333333331
May 10-12,2013,19,150642459,-27.70%,158347179,-27.20%,121,Iron Man 3,/weekend/2013W19/?ref_=bo_wey_table_39,2013,18,208434380,217475021,Iron Man 3,174144585,174144585,1,145570531.16666666,156305886.66666666,118.58333333333331
May 3-5,2013,18,208434380,166.80%,217475021,135.50%,119,Iron Man 3,/weekend/2013W18/?ref_=bo_wey_table_40,2013,17,78125503,92351407,Pain & Gain,20244505,20244505,1,165862059.58333334,176843492.41666666,117.58333333333331
Apr 26-28,2013,17,78125503,-19%,92351407,-16.60%,120,Pain & Gain,/weekend/2013W17/?ref_=bo_wey_table_41,2013,16,96489683,110719635,Oblivion,37054485,37054485,1,137268690.41666666,152115054.33333334,120.5
Apr 19-21,2013,16,96489683,-7.70%,110719635,-5.10%,120,Oblivion,/weekend/2013W16/?ref_=bo_wey_table_42,2013,15,104482953,116712085,42,27487144,27487144,1,110617216.86666666,126178234.8,107.6
Apr 12-14,2013,15,104482953,-16.30%,116712085,-13.40%,122,42,/weekend/2013W15/?ref_=bo_wey_table_43,2013,14,124827157,134763712,Evil Dead,25775847,25775847,1,120117122.42857143,132811945.5,105.35714285714286
Apr 5-7,2013,14,124827157,-9.30%,134763712,-8.50%,127,Evil Dead,/weekend/2013W14/?ref_=bo_wey_table_44,2013,13,155717819,164811685,G.I. Joe: Retaliation,45048833,55555708,1,144115983.0,155905612.33333334,101.33333333333331
Mar 29-Apr 1Easter wknd,2013,13,155717819,19.90%,164811685,21.10%,53,G.I. Joe: Retaliation,/weekend/2013W13/occasion/easter_weekend/?ref_=bo_wey_table_45,2013,12,127241394,138891569,The Croods,43639736,43639736,1,146184773.73333332,159291299.6,101.13333333333334
Mar 22-24,2013,12,127241394,37.10%,138891569,29.30%,121,The Croods,/weekend/2013W12/?ref_=bo_wey_table_47,2013,11,92776114,107411683,Oz the Great and Powerful,41252704,144056326,2,126389274.23076925,140871121.69230768,109.0
Mar 15-17,2013,11,92776114,-25.50%,107411683,-23.70%,108,Oz the Great and Powerful,/weekend/2013W11/?ref_=bo_wey_table_48,2013,10,124576195,140687760,Oz the Great and Powerful,79110453,79110453,1,119224647.16666669,134725146.91666666,110.75
Mar 8-10,2013,10,124576195,41.90%,140687760,28.30%,112,Oz the Great and Powerful,/weekend/2013W10/?ref_=bo_wey_table_49,2013,9,87821690,109621873,Jack the Giant Slayer,27202226,27202226,1,127718984.25,144766037.66666666,110.16666666666669
Mar 1-3,2013,9,87821690,4.30%,109621873,5.90%,106,Jack the Giant Slayer,/weekend/2013W09/?ref_=bo_wey_table_50,2013,8,84217867,103534297,Identity Thief,14017085,93619615,3,107330506.75,128180072.83333331,107.16666666666669
Feb 22-24,2013,8,84217867,-30.60%,103534297,-26.70%,94,Identity Thief,/weekend/2013W08/?ref_=bo_wey_table_51,2013,7,143655294,168341536,A Good Day to Die Hard,28640657,36879773,1,109227960.33333331,129538191.08333331,101.75
Feb 15-18Presidents' Day wknd,2013,7,143655294,-12.90%,168341536,-13%,86,A Good Day to Die Hard,/weekend/2013W07/occasion/us_presidentsday_weekend/?ref_=bo_wey_table_53,2013,6,82382252,104216107,Identity Thief,34551025,34551025,1,172818117.95833334,197978896.2083333,93.54166666666669
Feb 8-10,2013,6,82382252,26.80%,104216107,17.50%,101,Identity Thief,/weekend/2013W06/?ref_=bo_wey_table_54,2013,5,64959191,88701777,Warm Bodies,20353967,20353967,1,116846154.83333331,139394977.08333334,101.16666666666669
Feb 1-3,2013,5,64959191,-20%,88701777,-21%,98,Warm Bodies,/weekend/2013W05/?ref_=bo_wey_table_55,2013,4,81203152,112228923,Hansel & Gretel: Witch Hunters,19690956,19690956,1,81159020.0,105663109.41666669,98.58333333333331
Jan 25-27,2013,4,81203152,-24.60%,112228923,-19.70%,91,Hansel & Gretel: Witch Hunters,/weekend/2013W04/?ref_=bo_wey_table_56,2013,3,125704597,165335690,Mama,32147815,32147815,1,101773826.66666669,131358061.16666669,95.5
Jan 18-21MLK wknd,2013,3,125704597,-2.50%,165335690,1.50%,68,Mama,/weekend/2013W03/occasion/us_mlkday_weekend/?ref_=bo_wey_table_58,2013,2,112186149,140670134,Zero Dark Thirty,24438936,29919743,4,144106715.15,173497607.55,85.9
Jan 11-13,2013,2,112186149,-3.70%,140670134,-4.70%,95,Zero Dark Thirty,/weekend/2013W02/?ref_=bo_wey_table_59,2013,1,116465689,147632550,Texas Chainsaw 3D,21744470,21744470,1,122621792.8125,149859356.3125,88.1875
Jan 4-6,2013,1,116465689,-25%,147632550,-18.70%,96,Texas Chainsaw 3D,/weekend/2013W01/?ref_=bo_wey_table_60,2012,52,237786853,277443906,The Hobbit: An Unexpected Journey,48300511,238001325,1,132775766.41666669,155875732.66666666,88.75
"Dec 28-Jan 1, 2013New Year's long wknd",2012,52,237786853,37.20%,277443906,38.60%,54,The Hobbit: An Unexpected Journey,/weekend/2012W52/occasion/us_newyear_weekend/?ref_=bo_wey_table_1,2012,51,169697974,204882187,The Hobbit: An Unexpected Journey,55024161,168177061,1,196334086.94117647,222615748.0,76.29411764705883
Dec 21-25Christmas long wknd,2012,51,169697974,-1.40%,204882187,3.40%,53,The Hobbit: An Unexpected Journey,/weekend/2012W51/occasion/us_christmas_weekend/?ref_=bo_wey_table_3,2012,50,126779394,136705051,The Hobbit: An Unexpected Journey,84617303,84617303,1,164322845.4,180913443.46666667,81.2
Dec 14-16,2012,50,126779394,85.40%,136705051,69%,109,The Hobbit: An Unexpected Journey,/weekend/2012W50/?ref_=bo_wey_table_5,2012,49,68367628,80905506,Skyfall,10780201,261400281,5,108613725.63636364,120640989.54545456,102.63636363636364
Dec 7-9,2012,49,68367628,-32.10%,80905506,-29.30%,119,Skyfall,/weekend/2012W49/?ref_=bo_wey_table_6,2012,48,100734688,114496488,The Twilight Saga: Breaking Dawn - Part 2,17416362,254598866,3,77289676.66666667,88695051.61111109,109.44444444444444
Nov 30-Dec 2,2012,48,100734688,-49.30%,114496488,-44.90%,108,The Twilight Saga: Breaking Dawn - Part 2,/weekend/2012W48/?ref_=bo_wey_table_7,2012,47,279039688,289573641,The Twilight Saga: Breaking Dawn - Part 2,64435436,227366118,1,171499002.80555555,185343632.11111107,83.6111111111111
Nov 21-25Thanksgiving 5-Day,2012,47,279039688,34.40%,289573641,28.60%,50,The Twilight Saga: Breaking Dawn - Part 2,/weekend/2012W46/occasion/us_thanksgiving_5/?ref_=bo_wey_table_10,2012,46,240504453,250086091,The Twilight Saga: Breaking Dawn - Part 2,141067634,141067634,1,202695349.6086957,214789448.3478261,89.7391304347826
Nov 16-18,2012,46,240504453,50.70%,250086091,44.10%,115,The Twilight Saga: Breaking Dawn - Part 2,/weekend/2012W46/?ref_=bo_wey_table_11,2012,45,159539986,173520562,Skyfall,88364714,90564714,1,150439485.8181818,162818344.45454547,116.63636363636364
Nov 9-11,2012,45,159539986,34.30%,173520562,25.40%,120,Skyfall,/weekend/2012W45/?ref_=bo_wey_table_12,2012,44,118833677,138368039,Wreck-It Ralph,49038712,49038712,1,142606271.54545453,156661743.36363637,121.72727272727272
Nov 2-4,2012,44,118833677,58.80%,138368039,47.90%,119,Wreck-It Ralph,/weekend/2012W44/?ref_=bo_wey_table_13,2012,43,74831900,93548501,Argo,12085059,60510347,3,96893133.45454544,112459731.63636364,123.9090909090909
Oct 26-28,2012,43,74831900,-35.30%,93548501,-27.50%,119,Argo,/weekend/2012W43/?ref_=bo_wey_table_14,2012,42,115619564,129118109,Paranormal Activity 4,29003866,29003866,1,94296281.1818182,109963444.72727272,124.63636363636364
Oct 19-21,2012,42,115619564,-1.40%,129118109,-0.70%,118,Paranormal Activity 4,/weekend/2012W42/?ref_=bo_wey_table_15,2012,41,117244701,129987942,Taken 2,21873127,86131979,2,108711994.16666669,123144908.41666669,124.58333333333331
Oct 12-14,2012,41,117244701,-9.80%,129987942,-8.60%,117,Taken 2,/weekend/2012W41/?ref_=bo_wey_table_16,2012,40,147590739,158700116,Taken 2,55016719,55016719,1,107863677.45,121973098.7,97.6
Oct 5-8Columbus Day wknd,2012,40,147590739,62.20%,158700116,49.50%,54,Taken 2,/weekend/2012W40/occasion/us_columbusday_weekend/?ref_=bo_wey_table_17,2012,39,102991094,119272334,Hotel Transylvania,42522194,42522194,1,119561053.375,132403535.3125,110.1875
Sep 28-30,2012,39,102991094,43.30%,119272334,31.20%,122,Hotel Transylvania,/weekend/2012W39/?ref_=bo_wey_table_19,2012,38,71888652,90881797,End of Watch,13152683,13152683,1,91542753.0,105592491.41666669,128.25
Sep 21-23,2012,38,71888652,10.90%,90881797,4.70%,123,End of Watch,/weekend/2012W38/?ref_=bo_wey_table_20,2012,37,64824244,86814721,Resident Evil: Retribution,21052227,21052227,1,86914069.66666667,102326128.08333331,127.83333333333331
Sep 14-16,2012,37,64824244,38.70%,86814721,28.20%,124,Resident Evil: Retribution,/weekend/2012W37/?ref_=bo_wey_table_21,2012,36,46747004,67728681,The Possession,9317472,33166582,2,81451524.66666667,99568524.66666669,125.58333333333331
Sep 7-9,2012,36,46747004,-40.40%,67728681,-34.90%,125,The Possession,/weekend/2012W36/?ref_=bo_wey_table_22,2012,35,100987641,133965411,The Possession,21078840,21078840,1,79852053.5625,105529132.125,113.125
Aug 31-Sep 3Labor Day wknd,2012,35,100987641,1.60%,133965411,-3.60%,100,The Possession,/weekend/2012W35/occasion/us_laborday_weekend/?ref_=bo_wey_table_23,2012,34,75735631,98074600,The Expendables 2,13423579,52237523,2,83528402.8,115279308.05,109.8
Aug 24-26,2012,34,75735631,-38.30%,98074600,-29.70%,119,The Expendables 2,/weekend/2012W34/?ref_=bo_wey_table_25,2012,33,122759783,139508493,The Expendables 2,28591370,28591370,1,86155898.91666667,108205408.83333331,114.25
Aug 17-19,2012,33,122759783,-4.90%,139508493,-1.90%,109,The Expendables 2,/weekend/2012W33/?ref_=bo_wey_table_26,2012,32,129143882,142282599,The Bourne Legacy,38142825,38142825,1,115311023.75,135326532.33333334,112.91666666666669
Aug 10-12,2012,32,129143882,15.90%,142282599,15.60%,113,The Bourne Legacy,/weekend/2012W32/?ref_=bo_wey_table_27,2012,31,111448685,123067042,The Dark Knight Rises,35737330,353935094,3,133108853.25,150177606.16666666,109.83333333333331
Aug 3-5,2012,31,111448685,-10.30%,123067042,-8.50%,113,The Dark Knight Rises,/weekend/2012W31/?ref_=bo_wey_table_28,2012,30,124187763,134433234,The Dark Knight Rises,62101451,287112810,2,134064684.33333331,149076426.08333334,108.58333333333331
Jul 27-29,2012,30,124187763,-43.90%,134433234,-41.90%,108,The Dark Knight Rises,/weekend/2012W30/?ref_=bo_wey_table_29,2012,29,221423729,231285377,The Dark Knight Rises,160887295,160887295,1,148763158.08333334,162250811.58333334,109.91666666666669
Jul 20-22,2012,29,221423729,47.60%,231285377,40.10%,102,The Dark Knight Rises,/weekend/2012W29/?ref_=bo_wey_table_30,2012,28,150002519,165029467,Ice Age: Continental Drift,46629259,46629259,1,182475369.5833333,195040168.16666663,108.0
Jul 13-15,2012,28,150002519,-15.90%,165029467,-16.10%,113,Ice Age: Continental Drift,/weekend/2012W28/?ref_=bo_wey_table_31,2012,27,178335880,196767679,The Amazing Spider-Man,62004688,137022258,1,166993485.33333334,179117028.41666666,110.0
Jul 6-8,2012,27,178335880,-6%,196767679,-6.30%,109,The Amazing Spider-Man,/weekend/2012W27/?ref_=bo_wey_table_32,2012,26,189645968,210047382,Ted,54415205,54415205,1,174799565.14285713,186610260.7142857,101.5
Jun 29-Jul 1,2012,26,189645968,24.50%,210047382,27.40%,105,Ted,/weekend/2012W26/?ref_=bo_wey_table_33,2012,25,152347191,164829173,Brave,66323594,66323594,1,179093226.14285713,192114475.2857143,106.21428571428572
Jun 22-24,2012,25,152347191,26.30%,164829173,26.50%,107,Brave,/weekend/2012W25/?ref_=bo_wey_table_34,2012,24,120646402,130345800,Madagascar 3: Europe's Most Wanted,34055474,119006006,2,183005245.3333333,193777360.25,109.0
Jun 15-17,2012,24,120646402,-29.70%,130345800,-28.20%,111,Madagascar 3: Europe's Most Wanted,/weekend/2012W24/?ref_=bo_wey_table_35,2012,23,171705112,181630363,Madagascar 3: Europe's Most Wanted,60316738,60316738,1,170617422.83333334,180717244.41666663,110.5
Jun 8-10,2012,23,171705112,29.90%,181630363,27.20%,131,Madagascar 3: Europe's Most Wanted,/weekend/2012W23/?ref_=bo_wey_table_36,2012,22,132181371,142828971,Snow White and the Huntsman,56217700,56217700,1,141521272.91666666,149983262.5,110.75
Jun 1-3,2012,22,132181371,-8.40%,142828971,-6.80%,129,Snow White and the Huntsman,/weekend/2012W22/?ref_=bo_wey_table_37,2012,21,182669246,194092495,Men in Black 3,69254717,69254717,1,155722830.2857143,163468887.57142857,109.0
May 25-28Memorial Day wknd,2012,21,182669246,-31%,194092495,-29.90%,111,Men in Black 3,/weekend/2012W21/occasion/us_memorialday_weekend/?ref_=bo_wey_table_39,2012,20,133932974,142764397,The Avengers,55644102,457665517,3,190812263.0909091,200275911.4090909,106.95454545454544
May 18-20,2012,20,133932974,-16%,142764397,-16.50%,131,The Avengers,/weekend/2012W20/?ref_=bo_wey_table_40,2012,19,159498783,171025163,The Avengers,103052274,373071647,2,145121413.0,154218433.5,116.33333333333331
May 11-13,2012,19,159498783,-35.30%,171025163,-33.80%,132,The Avengers,/weekend/2012W19/?ref_=bo_wey_table_41,2012,18,246662936,258295713,The Avengers,207438708,207438708,1,145570531.16666666,156305886.66666666,118.58333333333331
May 4-6,2012,18,246662936,170.50%,258295713,133.60%,134,The Avengers,/weekend/2012W18/?ref_=bo_wey_table_42,2012,17,91171173,110593680,Think Like a Man,17604141,60472199,2,165862059.58333334,176843492.41666666,117.58333333333331
Apr 27-29,2012,17,91171173,-23.30%,110593680,-18.30%,129,Think Like a Man,/weekend/2012W17/?ref_=bo_wey_table_43,2012,16,118940992,135415449,Think Like a Man,33636303,33636303,1,137268690.41666666,152115054.33333334,120.5
Apr 20-22,2012,16,118940992,13.40%,135415449,18%,125,Think Like a Man,/weekend/2012W16/?ref_=bo_wey_table_44,2012,15,104850744,114756312,The Hunger Games,21096824,336666363,4,110617216.86666666,126178234.8,107.6
Apr 13-15,2012,15,104850744,-9.20%,114756312,-7.30%,115,The Hunger Games,/weekend/2012W15/?ref_=bo_wey_table_45,2012,14,129893927,136124614,The Hunger Games,37254774,306593939,1,120117122.42857143,132811945.5,105.35714285714286
Apr 6-9Easter wknd,2012,14,129893927,2.40%,136124614,-8.70%,45,The Hunger Games,/weekend/2012W14/occasion/easter_weekend/?ref_=bo_wey_table_46,2012,13,138772071,148926320,The Hunger Games,58551063,248483901,2,144115983.0,155905612.33333334,101.33333333333331
Mar 30-Apr 1,2012,13,138772071,-31.20%,148926320,-30.50%,124,The Hunger Games,/weekend/2012W13/?ref_=bo_wey_table_48,2012,12,201664110,214253387,The Hunger Games,152535747,152535747,1,146184773.73333332,159291299.6,101.13333333333334
Mar 23-25,2012,12,201664110,115.50%,214253387,93%,115,The Hunger Games,/weekend/2012W12/?ref_=bo_wey_table_49,2012,11,93582069,110983561,21 Jump Street,36302612,36302612,1,126389274.23076925,140871121.69230768,109.0
Mar 16-18,2012,11,93582069,-19.30%,110983561,-18.90%,116,21 Jump Street,/weekend/2012W11/?ref_=bo_wey_table_50,2012,10,116009145,136877195,The Lorax,38846020,121724850,2,119224647.16666669,134725146.91666666,110.75
Mar 9-11,2012,10,116009145,-20.40%,136877195,-18.80%,127,The Lorax,/weekend/2012W10/?ref_=bo_wey_table_51,2012,9,145788328,168466571,The Lorax,70217070,70217070,1,127718984.25,144766037.66666666,110.16666666666669
Mar 2-4,2012,9,145788328,35.80%,168466571,25.80%,118,The Lorax,/weekend/2012W09/?ref_=bo_wey_table_52,2012,8,107371847,133892090,Act of Valor,24476632,24476632,1,107330506.75,128180072.83333331,107.16666666666669
Feb 24-26,2012,8,107371847,-22.20%,133892090,-16.80%,115,Act of Valor,/weekend/2012W08/?ref_=bo_wey_table_53,2012,7,164876415,193509301,Safe House,27542825,81812440,1,109227960.33333331,129538191.08333331,101.75
Feb 17-20Presidents' Day wknd,2012,7,164876415,9.40%,193509301,11.40%,102,Safe House,/weekend/2012W07/occasion/us_presidentsday_weekend/?ref_=bo_wey_table_54,2012,6,168289222,191893008,The Vow,41202458,41202458,1,172818117.95833334,197978896.2083333,93.54166666666669
Feb 10-12,2012,6,168289222,91%,191893008,65.80%,111,The Vow,/weekend/2012W06/?ref_=bo_wey_table_56,2012,5,88088338,115729538,Chronicle,22004098,22004098,1,116846154.83333331,139394977.08333334,101.16666666666669
Feb 3-5,2012,5,88088338,-3.50%,115729538,-8.40%,105,Chronicle,/weekend/2012W05/?ref_=bo_wey_table_57,2012,4,91306608,126328423,The Grey,19665101,19665101,1,81159020.0,105663109.41666669,98.58333333333331
Jan 27-29,2012,4,91306608,-11.40%,126328423,-5.30%,111,The Grey,/weekend/2012W04/?ref_=bo_wey_table_58,2012,3,103050329,133441542,Underworld Awakening,25306725,25306725,1,101773826.66666669,131358061.16666669,95.5
Jan 20-22,2012,3,103050329,-2.50%,133441542,0.90%,107,Underworld Awakening,/weekend/2012W03/?ref_=bo_wey_table_59,2012,2,128967569,162923701,Contraband,28515480,28515480,1,144106715.15,173497607.55,85.9
Jan 13-16MLK wknd,2012,2,128967569,-1.10%,162923701,2.50%,74,Contraband,/weekend/2012W02/occasion/us_mlkday_weekend/?ref_=bo_wey_table_61,2012,1,120467366,139471507,The Devil Inside,33732515,33732515,1,122621792.8125,149859356.3125,88.1875
Jan 6-8,2012,1,120467366,-10.40%,139471507,-9.90%,93,The Devil Inside,/weekend/2012W01/?ref_=bo_wey_table_62,2011,52,173320352,200114665,Mission: Impossible - Ghost Protocol,38202439,141186646,1,132775766.41666669,155875732.66666666,88.75
"Dec 30-Jan 2, 2012New Year's long wknd",2011,52,173320352,-25.60%,200114665,-27.20%,76,Mission: Impossible - Ghost Protocol,/weekend/2011W52/occasion/us_newyear_weekend/?ref_=bo_wey_table_2,2011,51,172035139,198065301,Mission: Impossible - Ghost Protocol,44118783,76555244,1,196334086.94117647,222615748.0,76.29411764705883
Dec 23-26Christmas long wknd,2011,51,172035139,-21.80%,198065301,-20.60%,75,Mission: Impossible - Ghost Protocol,/weekend/2011W51/occasion/us_christmas_weekend/?ref_=bo_wey_table_3,2011,50,105970233,118308106,Sherlock Holmes: A Game of Shadows,39637079,39637079,1,164322845.4,180913443.46666667,81.2
Dec 16-18,2011,50,105970233,66%,118308106,57%,106,Sherlock Holmes: A Game of Shadows,/weekend/2011W50/?ref_=bo_wey_table_5,2011,49,63846449,75350071,New Year's Eve,13019180,13019180,1,108613725.63636364,120640989.54545456,102.63636363636364
Dec 9-11,2011,49,63846449,-9.50%,75350071,-7.50%,113,New Year's Eve,/weekend/2011W49/?ref_=bo_wey_table_6,2011,48,70515083,81502185,The Twilight Saga: Breaking Dawn - Part 1,16535465,246926409,3,77289676.66666667,88695051.61111109,109.44444444444444
Dec 2-4,2011,48,70515083,-6%,81502185,-5.60%,101,The Twilight Saga: Breaking Dawn - Part 1,/weekend/2011W48/?ref_=bo_wey_table_7,2011,47,207648272,225149356,The Twilight Saga: Breaking Dawn - Part 1,61853847,220832009,1,171499002.80555555,185343632.11111107,83.6111111111111
Nov 23-27Thanksgiving 5-Day,2011,47,207648272,-14.20%,225149356,-12.70%,50,The Twilight Saga: Breaking Dawn - Part 1,/weekend/2011W46/occasion/us_thanksgiving_5/?ref_=bo_wey_table_10,2011,46,213090559,222537158,The Twilight Saga: Breaking Dawn - Part 1,138122261,138122261,1,202695349.6086957,214789448.3478261,89.7391304347826
Nov 18-20,2011,46,213090559,71.60%,222537158,62.80%,113,The Twilight Saga: Breaking Dawn - Part 1,/weekend/2011W46/?ref_=bo_wey_table_11,2011,45,124195132,136668947,Immortals,32206425,32206425,1,150439485.8181818,162818344.45454547,116.63636363636364
Nov 11-13,2011,45,124195132,23.40%,136668947,19.30%,116,Immortals,/weekend/2011W45/?ref_=bo_wey_table_12,2011,44,100619007,114563511,Puss in Boots,33054644,75527682,2,142606271.54545453,156661743.36363637,121.72727272727272
Nov 4-6,2011,44,100619007,11.50%,114563511,10.70%,130,Puss in Boots,/weekend/2011W44/?ref_=bo_wey_table_13,2011,43,90229806,103466351,Puss in Boots,34077439,34077439,1,96893133.45454544,112459731.63636364,123.9090909090909
Oct 28-30,2011,43,90229806,-14.20%,103466351,-14.80%,128,Puss in Boots,/weekend/2011W43/?ref_=bo_wey_table_14,2011,42,105208900,121497511,Paranormal Activity 3,52568183,52568183,1,94296281.1818182,109963444.72727272,124.63636363636364
Oct 21-23,2011,42,105208900,44.60%,121497511,38.10%,138,Paranormal Activity 3,/weekend/2011W42/?ref_=bo_wey_table_15,2011,41,72749806,87980984,Real Steel,16291655,51731456,2,108711994.16666669,123144908.41666669,124.58333333333331
Oct 14-16,2011,41,72749806,-9.10%,87980984,-7.50%,127,Real Steel,/weekend/2011W41/?ref_=bo_wey_table_16,2011,40,91007749,106161269,Real Steel,30728105,30728105,1,107863677.45,121973098.7,97.6
Oct 7-10Columbus Day wknd,2011,40,91007749,4.10%,106161269,2.40%,53,Real Steel,/weekend/2011W40/occasion/us_columbusday_weekend/?ref_=bo_wey_table_18,2011,39,83299660,99307078,Dolphin Tale,13912419,37183796,2,119561053.375,132403535.3125,110.1875
Sep 30-Oct 2,2011,39,83299660,-19.50%,99307078,-15.90%,127,Dolphin Tale,/weekend/2011W39/?ref_=bo_wey_table_19,2011,38,103498944,118048412,The Lion King2011 3D Release,21929332,61475402,2,91542753.0,105592491.41666669,128.25
Sep 23-25,2011,38,103498944,24.90%,118048412,15.50%,141,The Lion King2011 3D Release,/weekend/2011W38/?ref_=bo_wey_table_20,2011,37,82870886,102167957,The Lion King2011 3D Release,30151614,30151614,1,86914069.66666667,102326128.08333331,127.83333333333331
Sep 16-18,2011,37,82870886,36.80%,102167957,24.70%,140,The Lion King2011 3D Release,/weekend/2011W37/?ref_=bo_wey_table_21,2011,36,60588164,81936910,Contagion,22403596,22403596,1,81451524.66666667,99568524.66666669,125.58333333333331
Sep 9-11,2011,36,60588164,-20.90%,81936910,-23.50%,139,Contagion,/weekend/2011W36/?ref_=bo_wey_table_22,2011,35,99407337,138952409,The Help,19881571,124272124,1,79852053.5625,105529132.125,113.125
Sep 2-5Labor Day wknd,2011,35,99407337,6.40%,138952409,4.70%,122,The Help,/weekend/2011W35/occasion/us_laborday_weekend/?ref_=bo_wey_table_23,2011,34,69507839,93298182,The Help,14536118,96833423,3,83528402.8,115279308.05,109.8
Aug 26-28,2011,34,69507839,-28.60%,93298182,-24.90%,131,The Help,/weekend/2011W34/?ref_=bo_wey_table_25,2011,33,97303811,124210930,The Help,20018659,71340829,2,86155898.91666667,108205408.83333331,114.25
Aug 19-21,2011,33,97303811,-27.70%,124210930,-20.10%,126,The Help,/weekend/2011W33/?ref_=bo_wey_table_26,2011,32,134605986,155403377,Rise of the Planet of the Apes,27832307,105208226,2,115311023.75,135326532.33333334,112.91666666666669
Aug 12-14,2011,32,134605986,-12.90%,155403377,-7.10%,129,Rise of the Planet of the Apes,/weekend/2011W32/?ref_=bo_wey_table_27,2011,31,154610555,167357649,Rise of the Planet of the Apes,54806191,54806191,1,133108853.25,150177606.16666666,109.83333333333331
Aug 5-7,2011,31,154610555,-7.90%,167357649,-6.90%,125,Rise of the Planet of the Apes,/weekend/2011W31/?ref_=bo_wey_table_28,2011,30,167881029,179729836,Cowboys & Aliens,36431290,36431290,1,134064684.33333331,149076426.08333334,108.58333333333331
Jul 29-31,2011,30,167881029,-6.20%,179729836,-5.80%,122,Cowboys & Aliens,/weekend/2011W30/?ref_=bo_wey_table_29,2011,29,179068823,190704210,Captain America: The First Avenger,65058524,65058524,1,148763158.08333334,162250811.58333334,109.91666666666669
