Title,LW_x,Weekend Gross_y,Total Gross_y,Week #_x,TW_x,Weekend Gross_x
A Simple Favor,4,"$6,540,666 ","$43,007,474 ",4,6,"$3,424,954 "
The Nun,5,"$5,428,875 ","$109,011,923 ",5,7,"$2,703,281 "
Crazy Rich Asians,7,"$4,102,788 ","$165,634,563 ",8,8,"$2,166,626 "
The Predator (2018),8,"$3,860,826 ","$47,795,077 ",4,11,"$947,358 "
White Boy Rick,9,"$2,402,240 ","$21,732,021 ",4,12,"$603,341 "
Colette,23,"$386,540 ","$606,970 ",3,15,"$492,981 "
Peppermint,10,"$1,766,458 ","$33,523,366 ",5,16,"$473,806 "
Searching,14,"$955,577 ","$24,839,159 ",7,17,"$443,106 "
Disney's Christopher Robin,24,"$340,471 ","$97,541,968 ",10,18,"$435,545 "
The Wife,15,"$714,351 ","$6,041,025 ",8,21,"$383,403 "
Mission: Impossible - Fallout,18,"$624,953 ","$219,193,886 ",11,22,"$321,576 "
Incredibles 2,27,"$272,035 ","$606,763,617 ",17,24,"$280,305 "
The Meg,13,"$1,032,182 ","$141,980,287 ",9,26,"$266,049 "
Fahrenheit 11/9,12,"$1,111,134 ","$5,180,428 ",3,27,"$238,510 "
Hotel Transylvania 3: Summer Vacation,26,"$278,782 ","$166,443,403 ",13,28,"$230,377 "
The Sisters Brothers,30,"$233,358 ","$394,081 ",3,30,"$203,525 "
BlacKkKlansman,22,"$447,340 ","$47,831,520 ",9,32,"$165,155 "
Unbroken: Path to Redemption,21,"$487,470 ","$5,595,589 ",4,33,"$160,208 "
Ant-Man and the Wasp,28,"$263,821 ","$216,154,693 ",14,35,"$134,126 "
Mandy,38,"$120,362 ","$839,961 ",4,36,"$75,834 "
Tea with the Dames,51,"$42,453 ","$65,583 ",3,37,"$68,091 "
Mamma Mia! Here We Go Again,35,"$128,725 ","$120,475,615 ",12,38,"$60,900 "
"Love, Gilda",33,"$135,397 ","$416,104 ",3,39,"$55,514 "
Pick of the Litter,45,"$76,049 ","$367,953 ",6,40,"$51,384 "
Alpha,31,"$154,483 ","$35,493,229 ",8,41,"$50,128 "
The Great Battle,41,"$95,711 ","$303,375 ",3,42,"$45,175 "
Operation Finale,36,"$126,012 ","$17,450,744 ",6,43,"$42,353 "
Life Itself (2018),17,"$658,799 ","$3,641,320 ",3,44,"$38,443 "
Science Fair,48,"$62,160 ","$110,844 ",4,45,"$37,650 "
The Children Act,44,"$83,706 ","$352,947 ",4,47,"$31,980 "
Blaze (2018),42,"$90,991 ","$572,950 ",8,49,"$31,054 "
Ya Veremos,49,"$52,137 ","$4,114,700 ",6,50,"$25,889 "
The Fireflies are Gone,53,"$39,294 ","$127,234 ",3,51,"$25,197 "
A.X.L.,57,"$36,035 ","$6,454,702 ",7,52,"$22,513 "
God Bless the Broken Road,55,"$36,424 ","$2,784,138 ",5,53,"$22,143 "
Teen Titans Go! To The Movies,47,"$63,220 ","$29,523,335 ",11,54,"$20,215 "
Kusama: Infinity,52,"$41,934 ","$229,657 ",5,55,"$20,199 "
"Juliet, Naked",46,"$64,080 ","$3,359,873 ",8,56,"$18,869 "
Lizzie,43,"$87,557 ","$543,781 ",4,57,"$17,850 "
Feng Shui (Myung Dang),78,"$6,765 ","$23,218 ",3,59,"$15,974 "
Slender Man,60,"$30,482 ","$30,437,775 ",9,60,"$15,831 "
The Negotiation,54,"$38,504 ","$62,268 ",3,63,"$13,833 "
Museo,65,"$21,481 ","$81,174 ",4,65,"$12,889 "
A Beautiful Planet,77,"$7,860 ","$15,141,934 ",128,66,"$11,150 "
Sorry to Bother You,63,"$22,473 ","$17,449,042 ",14,67,"$10,398 "
The Cakemaker,86,"$3,568 ","$843,887 ",15,69,"$8,484 "
Assassination Nation,29,"$252,215 ","$1,777,962 ",3,70,"$7,752 "
Bisbee '17,71,"$10,457 ","$74,907 ",5,71,"$7,560 "
Puzzle,56,"$36,131 ","$1,975,636 ",11,72,"$7,222 "
The Riot Act,81,"$4,556 ","$60,110 ",4,74,"$6,943 "
Bel Canto,68,"$11,677 ","$68,058 ",4,93,"$4,465 "
1945,76,"$7,879 ","$919,617 ",49,80,"$4,270 "
Hal,80,"$5,850 ","$32,718 ",5,83,"$3,417 "
Beautifully Broken,90,"$3,103 ","$1,196,318 ",7,84,"$3,360 "
1991,79,"$6,129 ","$2,331,514 ",11,85,"$3,161 "
Antonio Lopez 1970: Sex Fashion & Disco,95,"$2,625 ","$24,730 ",4,86,"$3,109 "
We the Animals,72,"$10,147 ","$388,772 ",8,88,"$2,631 "
Little Italy,110,$866 ,"$982,413 ",7,89,"$2,511 "
I Am Not a Witch,92,"$2,895 ","$33,366 ",5,90,"$2,488 "
The Apparition (2018),88,"$3,398 ","$22,537 ",5,91,"$2,076 "
RBG,102,"$1,399 ","$14,010,164 ",23,92,"$2,029 "
Madeline's Madeline,108,$935 ,"$183,042 ",9,94,"$1,865 "
Death of a Nation,103,"$1,305 ","$5,881,748 ",10,95,"$1,799 "
The Rider,100,"$1,849 ","$2,395,020 ",26,96,"$1,765 "
Batti Gul Meter Chalu,61,"$27,350 ","$236,830 ",3,97,"$1,712 "
Memoir of War,84,"$3,855 ","$89,981 ",8,98,"$1,709 "
Let the Corpses Tan,82,"$4,348 ","$78,602 ",6,99,"$1,646 "
"Hale County This Morning, This Evening",99,"$1,934 ","$22,585 ",4,100,"$1,622 "
Perfect Blue (2018 re-release),106,"$1,132 ","$440,747 ",5,101,"$1,565 "
The Darkest Minds,85,"$3,639 ","$12,691,716 ",10,102,"$1,515 "
"No Date, No Signature",113,$664 ,"$27,659 ",10,103,"$1,371 "
Deadpool 2,97,"$2,438 ","$318,488,214 ",21,104,"$1,290 "
Under the Sea 3D,105,"$1,268 ","$35,972,017 ",504,107,$715 
Painless,109,$894 ,"$5,140 ",3,108,$683 
What Will People Say,93,"$2,702 ","$39,895 ",12,109,$675 
En el Septimo Dia (On the Seventh Day),112,$749 ,"$78,270 ",18,111,$642 
Manmarziyaan,66,"$19,418 ","$561,002 ",4,112,$639 
"Nico, 1988",116,$444 ,"$72,604 ",10,113,$505 
Support the Girls,101,"$1,775 ","$125,923 ",7,114,$419 
The Atomic Cafe (2018 re-release),118,$309 ,"$20,601 ",10,115,$309 
Hubble 3D,128,$24 ,"$52,331,382 ",447,116,$224 
Cynthia,117,$422 ,"$57,575 ",6,117,$222 
The Third Murder,119,$300 ,"$83,761 ",12,118,$186 
Journey to the South Pacific,122,$220 ,"$7,640,747 ",254,120,$99 
Show Dogs,114,$611 ,"$17,856,723 ",21,122,$80 
Smallfoot,3,"$14,402,559 ","$42,263,504 ",3,5,"$9,066,837 "
Night School (2018),4,"$12,514,925 ","$46,991,280 ",3,6,"$7,751,255 "
The House With A Clock In Its Walls,5,"$7,332,665 ","$55,089,225 ",4,8,"$3,844,240 "
The Nun,7,"$2,703,281 ","$113,460,591 ",6,10,"$1,345,355 "
A Simple Favor,6,"$3,424,954 ","$49,004,310 ",5,11,"$1,329,701 "
Crazy Rich Asians,8,"$2,166,626 ","$169,241,568 ",9,13,"$1,037,228 "
Colette,15,"$492,981 ","$1,272,741 ",4,14,"$999,713 "
The Old Man & the Gun,20,"$403,928 ","$594,383 ",3,15,"$917,679 "
Free Solo,13,"$562,786 ","$984,857 ",3,16,"$891,033 "
Hell Fest,9,"$2,083,759 ","$8,873,235 ",3,17,"$640,551 "
The Sisters Brothers,30,"$203,525 ","$690,023 ",4,19,"$263,803 "
The Predator (2018),11,"$947,358 ","$50,033,247 ",5,21,"$215,450 "
Incredibles 2,24,"$280,305 ","$607,125,392 ",18,22,"$211,902 "
The Wife,21,"$383,403 ","$6,790,237 ",9,23,"$206,498 "
Peppermint,16,"$473,806 ","$34,717,200 ",6,24,"$187,195 "
Hotel Transylvania 3: Summer Vacation,28,"$230,377 ","$166,735,989 ",14,25,"$186,312 "
Mission: Impossible - Fallout,22,"$321,576 ","$219,754,005 ",12,26,"$157,526 "
White Boy Rick,12,"$603,341 ","$23,351,427 ",5,27,"$156,363 "
Disney's Christopher Robin,18,"$435,545 ","$98,102,927 ",11,28,"$144,032 "
Searching,17,"$443,106 ","$25,649,766 ",8,29,"$106,492 "
Tea with the Dames,37,"$68,091 ","$155,324 ",4,30,"$90,906 "
Ant-Man and the Wasp,35,"$134,126 ","$216,370,952 ",15,31,"$89,560 "
The Meg,26,"$266,049 ","$142,491,832 ",10,35,"$75,584 "
Fahrenheit 11/9,27,"$238,510 ","$5,985,895 ",4,36,"$63,071 "
Unbroken: Path to Redemption,33,"$160,208 ","$5,991,271 ",5,38,"$46,663 "
Mandy,36,"$75,834 ","$1,005,909 ",5,39,"$45,583 "
Slender Man,60,"$15,831 ","$30,461,318 ",10,40,"$40,735 "
Monsters and Men,34,"$146,092 ","$306,041 ",3,43,"$30,969 "
Alpha,41,"$50,128 ","$35,596,262 ",9,45,"$27,056 "
Little Women (2018),31,"$171,892 ","$1,170,508 ",3,47,"$22,706 "
Matangi/Maya/M.I.A.,48,"$31,955 ","$92,081 ",3,48,"$20,339 "
Pick of the Litter,40,"$51,384 ","$452,101 ",7,49,"$20,155 "
The Great Battle,42,"$45,175 ","$399,498 ",4,50,"$16,564 "
"Love, Gilda",39,"$55,514 ","$539,976 ",4,51,"$15,777 "
All About Nina,61,"$15,728 ","$50,859 ",3,52,"$15,373 "
Golden Job,46,"$37,391 ","$226,187 ",3,53,"$14,733 "
Operation Finale,43,"$42,353 ","$17,549,231 ",7,54,"$13,862 "
Kusama: Infinity,55,"$20,199 ","$272,989 ",6,55,"$13,684 "
Black '47,76,"$5,723 ","$17,186 ",3,56,"$13,384 "
Science Fair,45,"$37,650 ","$166,836 ",5,57,"$12,480 "
The Fireflies are Gone,51,"$25,197 ","$178,413 ",4,58,"$11,364 "
Blaze (2018),49,"$31,054 ","$645,234 ",9,61,"$8,300 "
A Beautiful Planet,66,"$11,150 ","$15,178,658 ",129,62,"$8,144 "
1945,80,"$4,270 ","$929,455 ",50,63,"$7,752 "
"Juliet, Naked",56,"$18,869 ","$3,406,456 ",9,64,"$6,394 "
Lizzie,57,"$17,850 ","$613,172 ",5,65,"$6,369 "
God Bless the Broken Road,53,"$22,143 ","$2,822,787 ",6,68,"$5,644 "
A.X.L.,52,"$22,513 ","$6,488,582 ",8,69,"$5,623 "
Puzzle,72,"$7,222 ","$2,005,515 ",12,70,"$5,545 "
Sorry to Bother You,67,"$10,398 ","$17,474,288 ",15,71,"$5,074 "
Feng Shui (Myung Dang),59,"$15,974 ","$44,535 ",4,73,"$3,695 "
Assassination Nation,70,"$7,752 ","$1,987,646 ",4,74,"$3,643 "
"Hale County This Morning, This Evening",100,"$1,622 ","$25,150 ",5,76,"$3,462 "
The Cakemaker,69,"$8,484 ","$853,094 ",16,79,"$3,195 "
The Negotiation,63,"$13,833 ","$99,269 ",4,82,"$2,433 "
The Third Murder,118,$186 ,"$84,152 ",13,84,"$2,282 "
The Rider,96,"$1,765 ","$2,398,681 ",27,86,"$1,899 "
The Riot Act,74,"$6,943 ","$69,704 ",5,87,"$1,810 "
I Am Not a Witch,90,"$2,488 ","$39,078 ",6,88,"$1,568 "
Bad Reputation,81,"$3,914 ","$144,459 ",3,91,"$1,173 "
The Darkest Minds,102,"$1,515 ","$12,693,802 ",11,92,"$1,103 "
Bel Canto,93,"$4,465 ","$80,515 ",5,95,$845 
Little Italy,89,"$2,511 ","$985,400 ",8,96,$824 
Let the Corpses Tan,99,"$1,646 ","$82,637 ",7,97,$820 
"No Date, No Signature",103,"$1,371 ","$29,498 ",11,99,$810 
Summer '03,82,"$3,633 ","$8,381 ",3,100,$754 
Under the Sea 3D,107,$715 ,"$35,974,398 ",505,103,$655 
Support the Girls,114,$419 ,"$127,812 ",8,104,$643 
1991,85,"$3,161 ","$2,338,533 ",12,107,$488 
Batti Gul Meter Chalu,97,"$1,712 ","$248,980 ",4,108,$417 
Antonio Lopez 1970: Sex Fashion & Disco,86,"$3,109 ","$29,545 ",5,109,$387 
Deadpool 2,104,"$1,290 ","$318,490,305 ",22,110,$356 
Memoir of War,98,"$1,709 ","$92,697 ",9,111,$338 
Beautifully Broken,84,"$3,360 ","$1,200,824 ",8,116,$280 
The Apparition (2018),91,"$2,076 ","$25,333 ",6,117,$274 
Journey to the South Pacific,120,$99 ,"$7,640,846 ",255,119,$231 
Hubble 3D,116,$224 ,"$52,333,935 ",448,120,$214 
We the Animals,88,"$2,631 ","$398,045 ",9,121,$213 
At First Light,106,$846 ,"$2,320 ",3,124,$183 
Cynthia,117,$222 ,"$57,881 ",7,125,$87 
Manmarziyaan,112,$639 ,"$567,385 ",5,126,$32 
A Star is Born (2018),2,"$28,445,205 ","$94,605,565 ",3,2,"$19,051,082 "
Venom (2018),1,"$35,006,107 ","$142,108,258 ",3,3,"$18,043,887 "
The Hate U Give,9,"$1,736,842 ","$2,449,156 ",3,6,"$7,602,108 "
Smallfoot,5,"$9,066,837 ","$57,375,058 ",4,7,"$6,576,876 "
Night School (2018),6,"$7,751,255 ","$59,560,205 ",4,8,"$4,892,515 "
The Old Man & the Gun,15,"$917,679 ","$1,702,661 ",4,10,"$2,134,481 "
The House With A Clock In Its Walls,8,"$3,844,240 ","$62,119,740 ",5,11,"$1,813,390 "
Free Solo,16,"$891,033 ","$2,134,005 ",4,12,"$1,041,541 "
The Sisters Brothers,19,"$263,803 ","$1,076,287 ",5,14,"$757,975 "
Colette,14,"$999,713 ","$2,552,165 ",5,16,"$619,810 "
Crazy Rich Asians,13,"$1,037,228 ","$171,326,596 ",10,17,"$539,848 "
The Nun,10,"$1,345,355 ","$115,900,401 ",7,18,"$416,651 "
A Simple Favor,11,"$1,329,701 ","$51,987,209 ",6,20,"$359,889 "
Incredibles 2,22,"$211,902 ","$607,474,495 ",19,23,"$173,845 "
Andhadhun,18,"$282,628 ","$719,471 ",3,25,"$147,779 "
The Meg,35,"$75,584 ","$142,673,948 ",11,26,"$138,454 "
Hotel Transylvania 3: Summer Vacation,25,"$186,312 ","$167,031,784 ",15,27,"$138,204 "
The Wife,23,"$206,498 ","$7,232,603 ",10,28,"$130,333 "
Tea with the Dames,30,"$90,906 ","$294,355 ",5,30,"$82,463 "
Hell Fest,17,"$640,551 ","$10,451,231 ",4,31,"$78,406 "
Peppermint,24,"$187,195 ","$35,165,567 ",7,32,"$77,262 "
The Predator (2018),21,"$215,450 ","$50,705,371 ",6,34,"$64,934 "
Disney's Christopher Robin,28,"$144,032 ","$98,595,476 ",12,35,"$60,912 "
Alpha,45,"$27,056 ","$35,643,294 ",10,38,"$53,822 "
Ant-Man and the Wasp,31,"$89,560 ","$216,519,500 ",16,39,"$50,528 "
Fahrenheit 11/9,36,"$63,071 ","$6,203,733 ",5,41,"$26,793 "
Slender Man,40,"$40,735 ","$30,505,530 ",11,43,"$24,616 "
White Boy Rick,27,"$156,363 ","$23,851,700 ",6,44,"$24,388 "
Studio 54,46,"$25,220 ","$53,584 ",3,45,"$22,178 "
Mandy,39,"$45,583 ","$1,115,267 ",6,46,"$20,360 "
Unbroken: Path to Redemption,38,"$46,663 ","$6,143,765 ",6,49,"$14,035 "
Monsters and Men,43,"$30,969 ","$445,903 ",4,50,"$14,011 "
1945,63,"$7,752 ","$942,244 ",51,51,"$13,244 "
Little Women (2018),47,"$22,706 ","$1,313,315 ",4,52,"$12,997 "
A Beautiful Planet,62,"$8,144 ","$15,201,496 ",130,54,"$12,482 "
Searching,29,"$106,492 ","$25,910,206 ",9,55,"$11,110 "
"Love, Gilda",51,"$15,777 ","$580,406 ",5,56,"$10,581 "
Matangi/Maya/M.I.A.,48,"$20,339 ","$141,856 ",4,57,"$10,504 "
"Juliet, Naked",64,"$6,394 ","$3,423,155 ",10,58,"$9,450 "
The Great Buster: A Celebration,78,"$3,307 ","$14,909 ",3,59,"$8,347 "
The Fireflies are Gone,58,"$11,364 ","$209,787 ",5,60,"$7,523 "
The Great Battle,50,"$16,564 ","$447,292 ",5,61,"$7,218 "
Pick of the Litter,49,"$20,155 ","$496,020 ",8,62,"$6,610 "
Operation Finale,54,"$13,862 ","$17,589,378 ",8,64,"$5,270 "
Moynihan,60,"$8,390 ","$19,208 ",3,66,"$4,714 "
Kusama: Infinity,55,"$13,684 ","$304,488 ",7,72,"$3,814 "
Golden Job,53,"$14,733 ","$266,567 ",4,73,"$3,706 "
Lizzie,65,"$6,369 ","$632,895 ",6,74,"$3,363 "
All About Nina,52,"$15,373 ","$77,594 ",4,76,"$2,841 "
Puzzle,70,"$5,545 ","$2,015,891 ",13,77,"$2,596 "
God Bless the Broken Road,68,"$5,644 ","$2,834,292 ",7,78,"$2,422 "
Beautifully Broken,116,$280 ,"$1,202,160 ",9,79,"$2,402 "
The Cakemaker,79,"$3,195 ","$861,691 ",17,81,"$2,375 "
Assassination Nation,74,"$3,643 ","$1,997,686 ",5,82,"$2,342 "
Blaze (2018),61,"$8,300 ","$674,915 ",10,83,"$1,772 "
Hubble 3D,120,$214 ,"$52,335,067 ",449,84,"$1,677 "
Black '47,56,"$13,384 ","$33,471 ",4,85,"$1,670 "
Sorry to Bother You,71,"$5,074 ","$17,485,298 ",16,88,"$1,328 "
The Riot Act,87,"$1,810 ","$73,324 ",6,90,"$1,253 "
Born to Be Wild (IMAX),80,"$2,978 ","$25,772,498 ",394,92,"$1,002 "
Little Italy,96,$824 ,"$986,225 ",9,97,$616 
Under the Sea 3D,103,$655 ,"$35,976,352 ",506,100,$578 
"No Date, No Signature",99,$810 ,"$30,727 ",12,104,$334 
I Am Not a Witch,88,"$1,568 ","$42,388 ",7,105,$325 
Let the Corpses Tan,97,$820 ,"$84,583 ",8,106,$306 
Antonio Lopez 1970: Sex Fashion & Disco,109,$387 ,"$33,097 ",6,108,$250 
1991,107,$488 ,"$2,340,997 ",13,109,$226 
Journey to the South Pacific,119,$231 ,"$7,641,077 ",256,111,$132 
Feng Shui (Myung Dang),73,"$3,695 ","$61,917 ",5,112,$60 
A Star is Born (2018),2,"$19,051,082 ","$126,127,328 ",4,2,"$14,037,079 "
Venom (2018),3,"$18,043,887 ","$171,063,982 ",4,3,"$10,652,381 "
Goosebumps 2: Haunted Halloween,4,"$9,721,173 ","$28,810,985 ",3,4,"$7,284,207 "
The Hate U Give,6,"$7,602,108 ","$10,743,981 ",4,6,"$5,101,859 "
First Man,5,"$8,327,135 ","$29,762,185 ",3,7,"$4,865,575 "
Smallfoot,7,"$6,576,876 ","$66,327,911 ",5,8,"$4,761,614 "
Night School (2018),8,"$4,892,515 ","$66,799,340 ",5,9,"$3,236,025 "
The Old Man & the Gun,10,"$2,134,481 ","$4,285,337 ",5,11,"$1,763,032 "
Bad Times At The El Royale,9,"$3,420,067 ","$13,461,868 ",3,14,"$1,354,507 "
Free Solo,12,"$1,041,541 ","$3,625,844 ",5,15,"$1,146,416 "
The House With A Clock In Its Walls,11,"$1,813,390 ","$65,000,980 ",6,16,"$1,050,965 "
Beautiful Boy (2018),19,"$404,988 ","$687,940 ",3,18,"$653,618 "
Gosnell: The Trial of America's Biggest Serial Killer,15,"$640,283 ","$2,453,903 ",3,20,"$390,412 "
Crazy Rich Asians,17,"$539,848 ","$172,250,049 ",11,22,"$350,113 "
Colette,16,"$619,810 ","$3,710,063 ",6,23,"$331,764 "
The Sisters Brothers,14,"$757,975 ","$1,986,693 ",6,24,"$278,498 "
Hell Fest,31,"$78,406 ","$10,759,007 ",5,26,"$174,047 "
The Nun,18,"$416,651 ","$116,747,614 ",8,27,"$172,369 "
A Simple Favor,20,"$359,889 ","$52,901,579 ",7,29,"$150,585 "
Incredibles 2,23,"$173,845 ","$607,713,414 ",20,30,"$138,566 "
Andhadhun,25,"$147,779 ","$959,504 ",4,32,"$99,707 "
The Meg,26,"$138,454 ","$142,839,245 ",12,33,"$95,916 "
Disney's Christopher Robin,35,"$60,912 ","$98,719,355 ",13,34,"$93,159 "
Hotel Transylvania 3: Summer Vacation,27,"$138,204 ","$167,210,248 ",16,36,"$86,141 "
Tea with the Dames,30,"$82,463 ","$435,288 ",6,37,"$80,792 "
The Happy Prince,37,"$59,198 ","$117,731 ",3,38,"$80,265 "
The Wife,28,"$130,333 ","$7,474,075 ",11,39,"$78,731 "
The Predator (2018),34,"$64,934 ","$50,852,093 ",7,42,"$46,815 "
Peppermint,32,"$77,262 ","$35,320,814 ",8,43,"$44,958 "
Fahrenheit 11/9,41,"$26,793 ","$6,264,731 ",6,46,"$39,170 "
Alpha,38,"$53,822 ","$35,706,919 ",11,47,"$31,623 "
White Boy Rick,44,"$24,388 ","$23,937,154 ",7,48,"$28,415 "
Jane and Emma,40,"$41,222 ","$184,795 ",3,50,"$25,137 "
Ant-Man and the Wasp,39,"$50,528 ","$216,600,757 ",17,51,"$25,036 "
Studio 54,45,"$22,178 ","$93,242 ",4,52,"$19,713 "
The Oath (2018),22,"$227,300 ","$265,196 ",3,55,"$17,861 "
Slender Man,43,"$24,616 ","$30,542,963 ",12,57,"$14,078 "
Mandy,46,"$20,360 ","$1,170,185 ",7,59,"$12,129 "
Matangi/Maya/M.I.A.,57,"$10,504 ","$170,769 ",5,60,"$11,309 "
A Beautiful Planet,54,"$12,482 ","$15,250,092 ",131,62,"$8,755 "
Monsters and Men,50,"$14,011 ","$482,017 ",5,63,"$8,722 "
1945,51,"$13,244 ","$962,443 ",52,64,"$8,476 "
"Love, Gilda",56,"$10,581 ","$599,410 ",6,65,"$7,835 "
Searching,55,"$11,110 ","$25,944,103 ",10,67,"$7,193 "
Kusama: Infinity,72,"$3,814 ","$322,724 ",8,74,"$4,754 "
Unbroken: Path to Redemption,49,"$14,035 ","$6,184,569 ",7,75,"$4,668 "
Little Women (2018),52,"$12,997 ","$1,343,748 ",5,76,"$4,534 "
The Fireflies are Gone,60,"$7,523 ","$225,831 ",6,78,"$4,139 "
Puzzle,77,"$2,596 ","$2,021,163 ",14,81,"$3,804 "
The Great Buster: A Celebration,59,"$8,347 ","$25,633 ",4,83,"$3,020 "
Pick of the Litter,62,"$6,610 ","$513,562 ",9,84,"$2,703 "
The Great Battle,61,"$7,218 ","$464,334 ",6,85,"$2,590 "
Antonio Lopez 1970: Sex Fashion & Disco,108,$250 ,"$33,716 ",7,86,"$2,496 "
God Bless the Broken Road,78,"$2,422 ","$2,838,206 ",8,87,"$2,425 "
MFKZ,98,$603 ,"$224,265 ",3,88,"$2,283 "
The Cakemaker,81,"$2,375 ","$867,776 ",18,89,"$2,225 "
Golden Job,73,"$3,706 ","$279,365 ",5,90,"$2,169 "
All About Nina,76,"$2,841 ","$93,626 ",5,91,"$2,039 "
Blaze (2018),83,"$1,772 ","$681,830 ",11,92,"$1,988 "
Beautifully Broken,79,"$2,402 ","$1,205,757 ",10,98,"$1,192 "
Operation Finale,64,"$5,270 ","$17,605,174 ",9,102,$856 
Born to Be Wild (IMAX),92,"$1,002 ","$25,778,243 ",395,103,$851 
Sorry to Bother You,88,"$1,328 ","$17,490,603 ",17,105,$795 
Black '47,85,"$1,670 ","$46,014 ",5,106,$790 
Under the Sea 3D,100,$578 ,"$35,977,819 ",507,108,$714 
Liyana,87,"$1,350 ","$8,020 ",3,110,$408 
Hubble 3D,84,"$1,677 ","$52,337,318 ",450,115,$268 
Stella's Last Weekend,107,$292 ,"$3,386 ",3,116,$90 
Journey to the South Pacific,111,$132 ,"$7,641,209 ",257,117,$77 
Feng Shui (Myung Dang),112,$60 ,"$63,965 ",6,118,$61 
Helicopter Eela,93,$881 ,"$71,466 ",3,119,$59 
A Star is Born (2018),2,"$14,037,079 ","$148,614,479 ",5,4,"$11,003,083 "
Halloween (2018),1,"$31,419,070 ","$126,075,470 ",3,5,"$10,830,865 "
Venom (2018),3,"$10,652,381 ","$187,134,695 ",5,6,"$7,877,174 "
Smallfoot,8,"$4,761,614 ","$72,602,664 ",6,7,"$3,861,672 "
Goosebumps 2: Haunted Halloween,4,"$7,284,207 ","$38,133,016 ",4,8,"$3,773,720 "
The Hate U Give,6,"$5,101,859 ","$18,301,864 ",5,10,"$3,353,422 "
First Man,7,"$4,865,575 ","$37,808,655 ",4,11,"$2,184,385 "
Night School (2018),9,"$3,236,025 ","$71,433,050 ",6,12,"$1,990,285 "
Beautiful Boy (2018),18,"$653,618 ","$1,495,815 ",4,13,"$1,345,727 "
Mid90s,10,"$2,980,505 ","$3,330,676 ",3,14,"$1,330,522 "
Can You Ever Forgive Me?,21,"$356,365 ","$586,504 ",3,16,"$1,032,318 "
The Old Man & the Gun,11,"$1,763,032 ","$7,177,129 ",6,17,"$1,015,902 "
Free Solo,15,"$1,146,416 ","$5,292,372 ",6,18,"$1,009,425 "
The House With A Clock In Its Walls,16,"$1,050,965 ","$66,523,980 ",7,21,"$526,900 "
Bad Times At The El Royale,14,"$1,354,507 ","$16,548,243 ",4,22,"$296,514 "
Crazy Rich Asians,22,"$350,113 ","$172,825,178 ",12,24,"$244,843 "
Colette,23,"$331,764 ","$4,411,936 ",7,26,"$178,358 "
Incredibles 2,30,"$138,566 ","$607,899,050 ",21,27,"$168,949 "
Gosnell: The Trial of America's Biggest Serial Killer,20,"$390,412 ","$3,207,636 ",4,28,"$144,714 "
Disney's Christopher Robin,34,"$93,159 ","$98,835,109 ",14,29,"$139,933 "
The Nun,27,"$172,369 ","$117,060,762 ",9,30,"$128,890 "
Wildlife,31,"$107,560 ","$245,680 ",3,31,"$116,644 "
The Happy Prince,38,"$80,265 ","$223,990 ",4,33,"$86,296 "
The Sisters Brothers,24,"$278,498 ","$2,749,543 ",7,35,"$66,665 "
Andhadhun,32,"$99,707 ","$1,106,295 ",5,36,"$66,524 "
A Simple Favor,29,"$150,585 ","$53,225,905 ",8,37,"$65,631 "
Tea with the Dames,37,"$80,792 ","$575,130 ",7,39,"$60,053 "
Hotel Transylvania 3: Summer Vacation,36,"$86,141 ","$167,321,691 ",17,40,"$56,849 "
The Wife,39,"$78,731 ","$7,608,506 ",12,44,"$40,441 "
What They Had,41,"$60,514 ","$85,565 ",3,45,"$40,103 "
The Predator (2018),42,"$46,815 ","$50,923,296 ",8,47,"$31,689 "
Alpha,47,"$31,623 ","$35,759,226 ",12,48,"$28,362 "
Searching,67,"$7,193 ","$25,957,083 ",11,49,"$27,323 "
Hell Fest,26,"$174,047 ","$10,975,670 ",6,51,"$25,615 "
The Guilty,44,"$40,150 ","$129,694 ",3,53,"$20,136 "
The Price of Everything,53,"$18,987 ","$45,699 ",3,54,"$15,589 "
Museo,112,$314 ,"$134,371 ",8,56,"$12,685 "
White Boy Rick,48,"$28,415 ","$23,977,154 ",8,57,"$12,331 "
Jane and Emma,50,"$25,137 ","$257,090 ",4,58,"$11,569 "
Studio 54,52,"$19,713 ","$129,074 ",5,59,"$9,810 "
The Great Buster: A Celebration,83,"$3,020 ","$34,497 ",5,60,"$8,728 "
Little Women (2018),76,"$4,534 ","$1,355,955 ",6,61,"$8,632 "
Mandy,59,"$12,129 ","$1,197,376 ",8,63,"$7,292 "
On Her Shoulders,93,"$1,524 ","$10,658 ",3,64,"$7,259 "
Matangi/Maya/M.I.A.,60,"$11,309 ","$196,382 ",6,65,"$7,212 "
A Beautiful Planet,62,"$8,755 ","$15,269,300 ",132,66,"$6,941 "
The Children Act,82,"$3,668 ","$505,488 ",8,67,"$6,120 "
1945,64,"$8,476 ","$981,778 ",53,69,"$5,973 "
Wings of Desire (2018 re-release),68,"$6,999 ","$32,202 ",3,72,"$4,600 "
Unbroken: Path to Redemption,75,"$4,668 ","$6,197,181 ",8,73,"$4,399 "
Kusama: Infinity,74,"$4,754 ","$330,596 ",9,77,"$3,297 "
The Fireflies are Gone,78,"$4,139 ","$234,581 ",7,78,"$3,089 "
Pick of the Litter,84,"$2,703 ","$519,151 ",10,80,"$2,598 "
Horn From the Heart,95,"$1,442 ","$7,090 ",3,81,"$2,472 "
