TW,LW,Title,Studio,Weekend Gross,% Change,Theater Count,Change,Average,Total Gross,Budget*,Week #,ith year,ith week,last ith week
93,82,Felicite,Strand,"$1,327 ",-14.90%,5,1,$265 ,"$12,022 ",-,13,2018,3,2
96,75,The Crime of Monsieur Lange (2017 re-release),Rialto,$877 ,-73.40%,1,-2,$877 ,"$33,542 ",-,10,2018,3,2
97,71,Vazante,MBox,$784 ,-77.50%,1,-,$784 ,"$6,318 ",-,2,2018,3,2
98,83,Let there be Light,ADC,$541 ,-57.50%,1,-1,$541 ,"$7,214,987 ",-,13,2018,3,2
99,80,Porto,KL,$278 ,-83.80%,2,1,$139 ,"$13,784 ",-,10,2018,3,2
100,87,BPM (Beats Per Minute),Orch.,$276 ,-56.30%,1,-2,$276 ,"$97,151 ",-,14,2018,3,2
101,84,God's Own Country,Orion,$155 ,-87.10%,1,-1,$155 ,"$324,569 ",-,13,2018,3,2
103,89,On the Beach at Night Alone,CGld,$59 ,-89.60%,1,-2,$59 ,"$32,799 ",-,10,2018,3,2
2,1,Jumanji: Welcome to the Jungle,Sony,"$16,144,874 ",-17.20%,3553,-151,"$4,544 ","$337,802,077 ",$90 ,6,2018,4,3
3,23,Hostiles,ENTMP,"$10,110,739 ",1642.40%,2816,"2,697","$3,590 ","$11,958,534 ",-,6,2018,4,3
4,5,The Greatest Showman,Fox,"$9,550,367 ",-10.30%,2663,-160,"$3,586 ","$126,525,599 ",$84 ,6,2018,4,3
5,4,The Post,Fox,"$9,107,141 ",-22.30%,2640,-211,"$3,450 ","$58,793,064 ",$50 ,6,2018,4,3
6,2,12 Strong,WB,"$8,686,066 ",-45.10%,3018,16,"$2,878 ","$29,810,676 ",-,2,2018,4,3
7,3,Den of Thieves,STX,"$8,632,808 ",-43.20%,2432,-,"$3,550 ","$28,775,253 ",-,2,2018,4,3
8,16,The Shape of Water,FoxS,"$5,922,553 ",170.90%,1854,"1,001","$3,194 ","$37,901,298 ",-,9,2018,4,3
9,6,Paddington 2,WB,"$5,668,433 ",-29.20%,2792,-910,"$2,030 ","$32,118,849 ",-,3,2018,4,3
11,8,Star Wars: The Last Jedi,BV,"$4,254,001 ",-35.10%,1745,-711,"$2,438 ","$610,795,822 ",$317 ,7,2018,4,3
12,17,"Three Billboards Outside Ebbing, Missouri",FoxS,"$3,840,684 ",100.30%,1457,503,"$2,636 ","$37,251,635 ",-,12,2018,4,3
13,10,Forever My Girl,RAtt.,"$3,569,890 ",-15.90%,1424,310,"$2,507 ","$9,129,049 ",$3.50 ,2,2018,4,3
14,7,The Commuter,LGF,"$3,412,694 ",-48.30%,1811,-1081,"$1,884 ","$31,389,883 ",-,3,2018,4,3
15,9,Insidious: The Last Key,Uni.,"$3,189,055 ",-45.70%,1901,-645,"$1,678 ","$63,449,355 ",$10 ,4,2018,4,3
16,14,"I, Tonya",Neon,"$3,028,658 ",5.90%,960,161,"$3,155 ","$18,904,773 ",-,8,2018,4,3
17,12,Phantom Thread,Focus,"$2,981,885 ",-8.20%,1021,125,"$2,921 ","$10,713,694 ",-,5,2018,4,3
18,15,Darkest Hour,Focus,"$2,886,835 ",5.80%,1333,-8,"$2,166 ","$45,199,242 ",-,10,2018,4,3
19,22,Lady Bird,A24,"$1,887,226 ",58.00%,1172,497,"$1,610 ","$41,610,318 ",-,13,2018,4,3
21,18,Coco,BV,"$1,435,157 ",-24.90%,621,-257,"$2,311 ","$202,702,394 ",-,10,2018,4,3
22,13,Pitch Perfect 3,Uni.,"$1,367,760 ",-54.70%,1039,-733,"$1,316 ","$102,718,890 ",$45 ,6,2018,4,3
23,11,Proud Mary,SGem,"$1,326,285 ",-62.80%,1003,-1122,"$1,322 ","$19,250,153 ",$14 ,3,2018,4,3
24,21,Call Me by Your Name,SPC,"$1,289,639 ",-10.30%,815,-,"$1,582 ","$11,300,179 ",-,10,2018,4,3
25,19,Ferdinand,Fox,"$1,020,203 ",-39.50%,675,-537,"$1,511 ","$80,551,057 ",$111 ,7,2018,4,3
26,20,Molly's Game,STX,"$900,977 ",-44.50%,556,-535,"$1,620 ","$25,902,410 ",-,5,2018,4,3
27,24,Wonder,LGF,"$430,758 ",-19.80%,349,-147,"$1,234 ","$130,563,198 ",-,11,2018,4,3
28,32,Justice League,WB,"$306,788 ",143.30%,244,93,"$1,257 ","$228,050,134 ",-,11,2018,4,3
29,25,All the Money in the World,TriS,"$224,789 ",-40.50%,227,-147,$990 ,"$24,530,696 ",-,5,2018,4,3
30,28,Thor: Ragnarok,BV,"$181,829 ",-22.50%,150,-34,"$1,212 ","$313,694,838 ",$180 ,13,2018,4,3
32,29,Daddy's Home 2,Par.,"$152,768 ",-27.50%,145,-38,"$1,054 ","$103,751,252 ",$69 ,12,2018,4,3
33,26,Mary and the Witch's Flower,GK,"$136,114 ",-60.90%,77,-84,"$1,768 ","$1,784,811 ",-,2,2018,4,3
34,30,Murder on the Orient Express (2017),Fox,"$127,129 ",-29.80%,179,-23,$710 ,"$102,513,318 ",$55 ,12,2018,4,3
35,31,The Disaster Artist,A24,"$99,095 ",-43.40%,84,-63,"$1,180 ","$20,910,950 ",-,9,2018,4,3
36,36,Downsizing,Par.,"$71,321 ",1.80%,113,-21,$631 ,"$24,418,729 ",$68 ,6,2018,4,3
37,45,The Insult,Cohen,"$60,872 ",162.10%,10,7,"$6,087 ","$143,712 ",-,3,2018,4,3
38,33,Along with the Gods: The Two Worlds,WGUSA,"$60,073 ",-42.10%,16,-8,"$3,755 ","$1,800,193 ",-,6,2018,4,3
39,39,The Florida Project,A24,"$58,071 ",49.30%,33,-4,"$1,760 ","$5,659,113 ",-,17,2018,4,3
40,35,The Star,Sony,"$52,898 ",-28.00%,97,-35,$545 ,"$40,785,511 ",$20 ,11,2018,4,3
41,37,The Final Year,Magn.,"$37,694 ",-44.50%,33,-2,"$1,142 ","$141,550 ",-,2,2018,4,3
42,42,Film Stars Don't Die in Liverpool,SPC,"$34,229 ",-2.90%,19,3,"$1,802 ","$246,262 ",-,5,2018,4,3
43,48,In the Fade,Magn.,"$30,833 ",90.00%,22,13,"$1,402 ","$142,269 ",-,5,2018,4,3
44,38,Blade Runner 2049,WB,"$24,132 ",-50.90%,72,-52,$335 ,"$92,044,134 ",$150 ,17,2018,4,3
45,44,Loving Vincent,Good Deed,"$23,647 ",-19.50%,21,-14,"$1,126 ","$6,580,924 ",-,19,2018,4,3
46,51,The Square,Magn.,"$23,449 ",79.50%,19,10,"$1,234 ","$1,384,256 ",-,14,2018,4,3
47,34,Condorito: La Pelicula,LGF,"$23,312 ",-69.30%,36,-98,$648 ,"$442,934 ",-,3,2018,4,3
48,43,Happy End,SPC,"$21,008 ",-30.90%,14,-4,"$1,501 ","$197,697 ",-,6,2018,4,3
49,46,A Beautiful Planet,IMAX,"$16,669 ",-8.70%,13,1,"$1,282 ","$13,085,603 ",-,92,2018,4,3
50,52,BOMBSHELL: The Hedy Lamarr Story,Zeit.,"$14,561 ",17.90%,7,1,"$2,080 ","$240,206 ",-,10,2018,4,3
51,56,Faces Places,Cohen,"$14,068 ",44.00%,10,3,"$1,407 ","$722,829 ",-,17,2018,4,3
52,41,Father Figures,WB,"$13,116 ",-65.80%,44,-52,$298 ,"$17,413,119 ",-,6,2018,4,3
53,78,Humor Me,Shout!,"$11,538 ",304.70%,5,3,"$2,308 ","$21,007 ",-,3,2018,4,3
54,66,"Roman J. Israel, Esq.",Sony,"$11,421 ",104.60%,31,6,$368 ,"$11,942,780 ",$22 ,11,2018,4,3
57,53,Jane (2017),Abr.,"$10,201 ",-12.00%,9,-3,"$1,133 ","$1,642,109 ",-,15,2018,4,3
59,49,Only The Brave,Sony,"$9,437 ",-39.10%,26,-17,$363 ,"$18,340,051 ",$38 ,15,2018,4,3
60,57,Beuys,KL,"$7,684 ",-15.40%,2,-,"$3,842 ","$24,953 ",-,2,2018,4,3
61,40,Ex-File 3 (Qian Ren 3),CL,"$7,648 ",-80.20%,3,-18,"$2,549 ","$831,466 ",-,5,2018,4,3
62,63,A Ciambra,IFC,"$7,559 ",19.40%,2,1,"$3,780 ","$17,433 ",-,2,2018,4,3
63,62,Wonder Wheel,Amazon,"$6,517 ",2.10%,5,-1,"$1,303 ","$1,403,237 ",-,9,2018,4,3
64,58,Wastelander,Indic.,"$5,929 ",-31.30%,7,-2,$847 ,"$49,731 ",-,3,2018,4,3
65,59,Ridge Runners,Indic.,"$5,802 ",-27.60%,6,-1,$967 ,"$19,256 ",-,2,2018,4,3
66,64,Django,UTMW,"$5,455 ",-9.20%,7,-,$779 ,"$40,728 ",-,4,2018,4,3
67,68,Island of Lemurs: Madagascar (IMAX),WB,"$5,373 ",7.20%,5,2,"$1,075 ","$11,117,279 ",-,200,2018,4,3
69,75,Big Sonia,Argo.,"$5,055 ",51.80%,3,1,"$1,685 ","$154,416 ",-,11,2018,4,3
70,55,Parchi,ADC,"$4,595 ",-57.10%,1,-9,"$4,595 ","$67,123 ",-,3,2018,4,3
71,79,The Breadwinner,GK,"$4,532 ",62.10%,4,-,"$1,133 ","$256,205 ",-,11,2018,4,3
72,70,Under the Sea 3D,WB,"$4,522 ",-6.50%,5,-1,$904 ,"$35,701,972 ",-,468,2018,4,3
74,60,My Friend Dahmer,FR,"$4,068 ",-44.40%,1,-1,"$4,068 ","$1,343,935 ",-,13,2018,4,3
75,47,The Road Movie,Osci.,"$4,019 ",-76.60%,7,-12,$574 ,"$28,700 ",-,2,2018,4,3
76,50,Goldbuster,WGUSA,"$4,006 ",-70.90%,2,-4,"$2,003 ","$184,075 ",-,4,2018,4,3
77,96,Vazante,MBox,"$3,991 ",409.10%,4,3,$998 ,"$10,902 ",-,3,2018,4,3
78,84,Born to Be Wild (IMAX),WB,"$3,730 ",69.60%,7,1,$533 ,"$25,628,328 ",-,356,2018,4,3
80,65,In Between,FM,"$2,803 ",-52.50%,5,-2,$561 ,"$39,708 ",-,4,2018,4,3
82,99,BPM (Beats Per Minute),Orch.,"$2,579 ",834.40%,4,3,$645 ,"$99,972 ",-,15,2018,4,3
83,72,Birdboy: The Forgotten Children,GK,"$2,393 ",-35.80%,3,-2,$798 ,"$33,860 ",-,7,2018,4,3
84,73,Hubble 3D,WB,"$2,177 ",-39.40%,2,-2,"$1,089 ","$52,000,383 ",-,411,2018,4,3
85,100,God's Own Country,Orion,"$1,980 ",1177.40%,2,1,$990 ,"$326,549 ",-,14,2018,4,3
86,74,Mama Africa Miriam Makeba,Artma,"$1,689 ",-51.70%,1,-,"$1,689 ","$8,123 ",-,2,2018,4,3
87,69,Freak Show,IFC,"$1,641 ",-66.70%,8,1,$205 ,"$16,136 ",-,3,2018,4,3
88,91,Novitiate,SPC,"$1,427 ",-5.10%,4,-2,$357 ,"$577,501 ",-,14,2018,4,3
89,89,The Lucky Man,Indic.,"$1,388 ",-19.40%,2,-,$694 ,"$20,736 ",-,-35,2018,4,3
90,71,1945,Men.,"$1,334 ",-64.30%,2,-4,$667 ,"$272,771 ",-,13,2018,4,3
91,102,On the Beach at Night Alone,CGld,"$1,054 ",1686.40%,3,2,$351 ,"$33,869 ",-,11,2018,4,3
93,94,The Divine Order,Zeit.,"$1,046 ",15.20%,3,1,$349 ,"$68,046 ",-,14,2018,4,3
94,77,Memories of Underdevelopment (2017 re-release),Jan.,"$1,003 ",-65.60%,1,-,"$1,003 ","$22,792 ",-,3,2018,4,3
96,101,Shadowman,FM,$808 ,1006.80%,3,2,$269 ,"$12,380 ",-,9,2018,4,3
97,90,The Other Side of Hope,Jan.,$716 ,-58.30%,1,-,$716 ,"$181,322 ",-,9,2018,4,3
100,80,The Sacrifice (2017 re-release),KL,$453 ,-83.10%,1,-2,$453 ,"$43,989 ",-,15,2018,4,3
101,82,Same Kind of Different as Me,PFR,$420 ,-83.10%,3,-6,$140 ,"$6,423,312 ",-,15,2018,4,3
103,67,Youth (2017),CL,$238 ,-95.50%,1,-2,$238 ,"$1,891,956 ",-,7,2018,4,3
104,87,Tom of Finland,KL,$76 ,-95.90%,2,-,$38 ,"$348,362 ",-,16,2018,4,3
1,2,Jumanji: Welcome to the Jungle,Sony,"$10,930,222 ",-32.30%,3352,-201,"$3,261 ","$352,572,974 ",$90 ,7,2018,5,4
2,1,Maze Runner: The Death Cure,Fox,"$10,474,895 ",-56.70%,3793,6,"$2,762 ","$40,035,094 ",$62 ,2,2018,5,4
4,4,The Greatest Showman,Fox,"$7,695,644 ",-19.40%,2588,-75,"$2,974 ","$137,370,816 ",$84 ,7,2018,5,4
5,5,The Post,Fox,"$5,218,122 ",-42.70%,2462,-178,"$2,119 ","$67,202,632 ",$50 ,7,2018,5,4
6,3,Hostiles,ENTMP,"$5,108,228 ",-49.50%,2934,118,"$1,741 ","$20,822,641 ",-,7,2018,5,4
7,6,12 Strong,WB,"$4,706,481 ",-45.80%,2918,-100,"$1,613 ","$37,300,034 ",-,3,2018,5,4
8,7,Den of Thieves,STX,"$4,551,163 ",-47.30%,2112,-320,"$2,155 ","$36,152,095 ",-,3,2018,5,4
9,8,The Shape of Water,FoxS,"$4,448,520 ",-24.90%,2341,487,"$1,900 ","$44,728,570 ",-,10,2018,5,4
10,9,Paddington 2,WB,"$3,277,453 ",-42.20%,2388,-404,"$1,372 ","$36,481,132 ",-,4,2018,5,4
11,12,"Three Billboards Outside Ebbing, Missouri",FoxS,"$3,013,022 ",-21.50%,1726,269,"$1,746 ","$41,777,073 ",-,13,2018,5,4
12,16,"I, Tonya",Neon,"$2,469,724 ",-18.50%,1450,490,"$1,703 ","$22,553,609 ",-,9,2018,5,4
13,10,Padmaavat,VPD,"$2,438,930 ",-45.70%,354,28,"$6,890 ","$8,900,499 ",-,2,2018,5,4
14,18,Darkest Hour,Focus,"$2,362,975 ",-18.10%,1486,153,"$1,590 ","$48,786,132 ",-,11,2018,5,4
15,11,Star Wars: The Last Jedi,BV,"$2,338,242 ",-45.00%,1467,-278,"$1,594 ","$614,455,022 ",$317 ,8,2018,5,4
16,13,Forever My Girl,RAtt.,"$2,290,241 ",-35.80%,1427,3,"$1,605 ","$12,551,895 ",$3.50 ,3,2018,5,4
17,17,Phantom Thread,Focus,"$2,129,155 ",-28.60%,1186,165,"$1,795 ","$14,163,264 ",-,6,2018,5,4
18,21,Coco,BV,"$1,729,708 ",20.50%,1636,"1,015","$1,057 ","$204,789,437 ",-,11,2018,5,4
19,14,The Commuter,LGF,"$1,666,757 ",-51.20%,1494,-317,"$1,116 ","$34,266,504 ",-,4,2018,5,4
20,15,Insidious: The Last Key,Uni.,"$1,462,810 ",-54.10%,1253,-648,"$1,167 ","$65,753,770 ",$10 ,5,2018,5,4
21,19,Lady Bird,A24,"$1,315,538 ",-30.30%,1109,-63,"$1,186 ","$43,688,875 ",-,14,2018,5,4
22,24,Call Me by Your Name,SPC,"$885,090 ",-31.40%,581,-234,"$1,523 ","$12,825,208 ",-,11,2018,5,4
23,22,Pitch Perfect 3,Uni.,"$792,105 ",-42.10%,951,-88,$833 ,"$103,882,990 ",$45 ,7,2018,5,4
24,26,Molly's Game,STX,"$789,247 ",-12.40%,843,287,$936 ,"$27,055,182 ",-,6,2018,5,4
25,25,Ferdinand,Fox,"$676,990 ",-33.60%,575,-100,"$1,177 ","$81,441,623 ",$111 ,8,2018,5,4
26,23,Proud Mary,SGem,"$548,420 ",-58.60%,513,-490,"$1,069 ","$20,194,353 ",$14 ,4,2018,5,4
28,30,Thor: Ragnarok,BV,"$244,950 ",34.70%,204,54,"$1,201 ","$313,996,223 ",$180 ,14,2018,5,4
29,27,Wonder,LGF,"$234,945 ",-45.50%,256,-93,$918 ,"$130,954,460 ",-,12,2018,5,4
30,28,Justice League,WB,"$194,326 ",-36.70%,202,-42,$962 ,"$228,330,112 ",-,12,2018,5,4
32,29,All the Money in the World,TriS,"$126,890 ",-43.60%,154,-73,$824 ,"$24,757,345 ",-,6,2018,5,4
33,37,The Insult,Cohen,"$110,583 ",81.70%,37,27,"$2,989 ","$278,978 ",-,4,2018,5,4
34,32,Daddy's Home 2,Par.,"$96,821 ",-36.60%,125,-20,$775 ,"$103,883,617 ",$69 ,13,2018,5,4
35,34,Murder on the Orient Express (2017),Fox,"$72,197 ",-43.20%,134,-45,$539 ,"$102,641,814 ",$55 ,13,2018,5,4
38,42,Film Stars Don't Die in Liverpool,SPC,"$51,614 ",50.80%,34,15,"$1,518 ","$311,842 ",-,6,2018,5,4
39,33,Mary and the Witch's Flower,GK,"$51,307 ",-62.30%,30,-47,"$1,710 ","$1,890,268 ",-,3,2018,5,4
40,35,The Disaster Artist,A24,"$50,923 ",-48.60%,65,-19,$783 ,"$21,000,317 ",-,10,2018,5,4
41,39,The Florida Project,A24,"$47,521 ",-18.20%,38,5,"$1,251 ","$5,734,639 ",-,18,2018,5,4
42,31,Get Out,Uni.,"$46,500 ",-71.90%,134,-334,$347 ,"$175,987,350 ",$4.50 ,31,2018,5,4
43,43,In the Fade,Magn.,"$41,483 ",34.50%,33,11,"$1,257 ","$200,840 ",-,6,2018,5,4
44,38,Along with the Gods: The Two Worlds,WGUSA,"$33,769 ",-43.80%,11,-5,"$3,070 ","$1,862,665 ",-,7,2018,5,4
45,52,Father Figures,WB,"$33,212 ",153.20%,90,46,$369 ,"$17,450,205 ",-,7,2018,5,4
46,51,Faces Places,Cohen,"$31,173 ",121.60%,21,11,"$1,484 ","$769,693 ",-,18,2018,5,4
47,40,The Star,Sony,"$28,814 ",-45.50%,72,-25,$400 ,"$40,826,384 ",$20 ,12,2018,5,4
48,49,A Beautiful Planet,IMAX,"$22,501 ",35.00%,14,1,"$1,607 ","$13,123,506 ",-,93,2018,5,4
49,45,Loving Vincent,Good Deed,"$20,125 ",-14.90%,24,3,$839 ,"$6,612,298 ",-,20,2018,5,4
50,46,The Square,Magn.,"$19,423 ",-17.20%,19,-,"$1,022 ","$1,419,695 ",-,15,2018,5,4
51,41,The Final Year,Magn.,"$17,313 ",-54.10%,20,-13,$866 ,"$173,930 ",-,3,2018,5,4
52,55,Desolation,PDF,"$16,500 ",45.80%,2,-,"$8,250 ","$16,500 ",-,2,2018,5,4
53,48,Happy End,SPC,"$13,709 ",-34.70%,15,1,$914 ,"$221,665 ",-,7,2018,5,4
54,57,Jane (2017),Abr.,"$13,444 ",31.80%,10,1,"$1,344 ","$1,670,106 ",-,16,2018,5,4
55,71,The Breadwinner,GK,"$12,061 ",166.10%,10,6,"$1,206 ","$272,021 ",-,12,2018,5,4
56,56,Have a Nice Day,Strand,"$11,151 ",6.60%,4,3,"$2,788 ","$29,609 ",-,2,2018,5,4
59,104,Tom of Finland,KL,"$6,391 ",8309.20%,2,-,"$3,196 ","$354,788 ",-,17,2018,5,4
60,60,Beuys,KL,"$5,990 ",-22.00%,4,2,"$1,498 ","$38,869 ",-,3,2018,5,4
62,80,In Between,FM,"$5,247 ",87.20%,5,-,"$1,049 ","$48,300 ",-,5,2018,5,4
63,82,BPM (Beats Per Minute),Orch.,"$4,982 ",93.20%,5,1,$996 ,"$107,656 ",-,16,2018,5,4
64,50,BOMBSHELL: The Hedy Lamarr Story,Zeit.,"$4,907 ",-66.30%,6,-1,$818 ,"$251,715 ",-,11,2018,5,4
66,62,A Ciambra,IFC,"$4,618 ",-38.90%,5,3,$924 ,"$24,853 ",-,3,2018,5,4
67,54,"Roman J. Israel, Esq.",Sony,"$4,390 ",-61.60%,10,-21,$439 ,"$11,955,144 ",$22 ,12,2018,5,4
68,84,Hubble 3D,WB,"$4,283 ",96.70%,3,1,"$1,428 ","$52,013,679 ",-,412,2018,5,4
69,53,Humor Me,Shout!,"$4,111 ",-64.40%,3,-2,"$1,370 ","$31,275 ",-,4,2018,5,4
70,66,Django,UTMW,"$4,047 ",-25.80%,5,-2,$809 ,"$47,147 ",-,5,2018,5,4
71,74,My Friend Dahmer,FR,"$3,012 ",-26.00%,2,1,"$1,506 ","$1,349,212 ",-,14,2018,5,4
72,72,Under the Sea 3D,WB,"$2,890 ",-36.10%,5,-,$578 ,"$35,706,553 ",-,469,2018,5,4
73,69,Big Sonia,Argo.,"$2,858 ",-43.50%,1,-2,"$2,858 ","$160,869 ",-,12,2018,5,4
75,64,Wastelander,Indic.,"$2,706 ",-54.40%,3,-4,$902 ,"$54,264 ",-,4,2018,5,4
76,61,Ex-File 3 (Qian Ren 3),CL,"$2,581 ",-66.30%,2,-1,"$1,291 ","$837,791 ",-,6,2018,5,4
77,75,The Road Movie,Osci.,"$2,134 ",-46.90%,6,-1,$356 ,"$33,001 ",-,3,2018,5,4
78,65,Ridge Runners,Indic.,"$2,106 ",-63.70%,3,-3,$702 ,"$22,574 ",-,3,2018,5,4
79,68,Like Me,KL,"$2,042 ",-59.70%,4,1,$511 ,"$11,204 ",-,2,2018,5,4
80,77,Vazante,MBox,"$1,874 ",-53.00%,5,1,$375 ,"$15,745 ",-,4,2018,5,4
81,90,1945,Men.,"$1,472 ",10.30%,1,-1,"$1,472 ","$278,842 ",-,14,2018,5,4
84,73,Please Stand By,Magn.,$990 ,-75.80%,2,-3,$495 ,"$7,724 ",-,2,2018,5,4
85,88,Novitiate,SPC,$980 ,-31.30%,2,-2,$490 ,"$579,106 ",-,15,2018,5,4
86,94,Memories of Underdevelopment (2017 re-release),Jan.,$942 ,-6.10%,1,-,$942 ,"$25,275 ",-,4,2018,5,4
87,78,Born to Be Wild (IMAX),WB,$909 ,-75.60%,8,1,$114 ,"$25,632,908 ",-,357,2018,5,4
88,85,God's Own Country,Orion,$881 ,-55.50%,1,-1,$881 ,"$331,205 ",-,15,2018,5,4
89,70,Parchi,ADC,$860 ,-81.30%,1,-,$860 ,"$68,878 ",-,4,2018,5,4
90,89,The Lucky Man,Indic.,$847 ,-39.00%,1,-1,$847 ,"$21,912 ",-,-33,2018,5,4
94,97,The Other Side of Hope,Jan.,$637 ,-11.00%,1,-,$637 ,"$182,175 ",-,10,2018,5,4
96,93,The Divine Order,Zeit.,$602 ,-42.40%,2,-1,$301 ,"$71,135 ",-,15,2018,5,4
97,83,Birdboy: The Forgotten Children,GK,$575 ,-76.00%,1,-2,$575 ,"$36,279 ",-,8,2018,5,4
98,87,Freak Show,IFC,$528 ,-67.80%,4,-4,$132 ,"$17,874 ",-,4,2018,5,4
99,86,Mama Africa Miriam Makeba,Artma,$481 ,-71.50%,1,-,$481 ,"$9,808 ",-,3,2018,5,4
4,1,Jumanji: Welcome to the Jungle,Sony,"$10,023,344 ",-8.30%,3136,-216,"$3,196 ","$365,855,215 ",$90 ,8,2018,6,5
5,4,The Greatest Showman,Fox,"$6,443,343 ",-16.30%,2373,-215,"$2,715 ","$146,579,213 ",$84 ,8,2018,6,5
6,2,Maze Runner: The Death Cure,Fox,"$6,222,303 ",-40.60%,2923,-870,"$2,129 ","$49,240,432 ",$62 ,3,2018,6,5
7,3,Winchester,LGF,"$5,211,217 ",-44.00%,2480,-,"$2,101 ","$17,338,575 ",-,2,2018,6,5
8,5,The Post,Fox,"$3,631,998 ",-30.40%,1865,-597,"$1,947 ","$72,968,518 ",$50 ,8,2018,6,5
9,9,The Shape of Water,FoxS,"$3,177,255 ",-28.60%,1780,-561,"$1,785 ","$49,942,946 ",-,11,2018,6,5
10,8,Den of Thieves,STX,"$2,999,379 ",-34.10%,1468,-644,"$2,043 ","$41,070,702 ",-,4,2018,6,5
11,6,Hostiles,ENTMP,"$2,824,754 ",-44.70%,2214,-720,"$1,276 ","$26,022,222 ",-,8,2018,6,5
12,7,12 Strong,WB,"$2,743,248 ",-41.70%,1901,-1017,"$1,443 ","$42,013,427 ",-,4,2018,6,5
13,11,"Three Billboards Outside Ebbing, Missouri",FoxS,"$2,302,015 ",-23.60%,1273,-453,"$1,808 ","$45,446,821 ",-,14,2018,6,5
14,12,"I, Tonya",Neon,"$1,671,331 ",-32.30%,1088,-362,"$1,536 ","$25,348,356 ",-,10,2018,6,5
15,14,Darkest Hour,Focus,"$1,604,995 ",-32.10%,1045,-441,"$1,536 ","$51,485,087 ",-,12,2018,6,5
16,15,Star Wars: The Last Jedi,BV,"$1,397,413 ",-40.20%,830,-637,"$1,684 ","$616,833,692 ",$317 ,9,2018,6,5
17,10,Paddington 2,WB,"$1,301,101 ",-60.30%,1429,-959,$910 ,"$38,533,465 ",-,5,2018,6,5
18,16,Forever My Girl,RAtt.,"$1,239,673 ",-45.90%,1088,-339,"$1,139 ","$14,578,992 ",$3.50 ,4,2018,6,5
19,17,Phantom Thread,Focus,"$1,205,825 ",-43.40%,558,-628,"$2,161 ","$16,403,919 ",-,7,2018,6,5
21,13,Padmaavat,VPD,"$1,039,904 ",-57.40%,282,-72,"$3,688 ","$10,638,033 ",-,3,2018,6,5
22,21,Lady Bird,A24,"$902,741 ",-31.40%,651,-458,"$1,387 ","$45,205,597 ",-,15,2018,6,5
23,18,Coco,BV,"$886,289 ",-48.80%,833,-803,"$1,064 ","$206,172,630 ",-,12,2018,6,5
27,22,Call Me by Your Name,SPC,"$675,269 ",-23.70%,475,-106,"$1,422 ","$13,937,405 ",-,12,2018,6,5
28,20,Insidious: The Last Key,Uni.,"$596,055 ",-59.30%,545,-708,"$1,094 ","$66,768,075 ",$10 ,6,2018,6,5
29,19,The Commuter,LGF,"$575,770 ",-65.50%,590,-904,$976 ,"$35,541,634 ",-,5,2018,6,5
30,24,Molly's Game,STX,"$453,901 ",-42.50%,537,-306,$845 ,"$27,906,604 ",-,7,2018,6,5
31,25,Ferdinand,Fox,"$383,861 ",-43.30%,387,-188,$992 ,"$81,981,414 ",$111 ,9,2018,6,5
32,29,Wonder,LGF,"$279,886 ",19.10%,261,5,"$1,072 ","$131,328,236 ",-,13,2018,6,5
33,23,Pitch Perfect 3,Uni.,"$257,980 ",-67.40%,317,-634,$814 ,"$104,388,015 ",$45 ,8,2018,6,5
34,26,Proud Mary,SGem,"$226,265 ",-58.70%,211,-302,"$1,072 ","$20,604,576 ",$14 ,5,2018,6,5
35,28,Thor: Ragnarok,BV,"$225,071 ",-8.10%,173,-31,"$1,301 ","$314,316,296 ",$180 ,15,2018,6,5
36,30,Justice League,WB,"$170,569 ",-12.20%,188,-14,$907 ,"$228,561,662 ",-,13,2018,6,5
38,33,The Insult,Cohen,"$110,122 ",-0.40%,50,13,"$2,202 ","$455,609 ",-,5,2018,6,5
39,36,A Fantastic Woman,SPC,"$109,481 ",70.40%,20,15,"$5,474 ","$220,820 ",-,2,2018,6,5
41,34,Daddy's Home 2,Par.,"$84,973 ",-12.20%,112,-13,$759 ,"$103,996,842 ",$69 ,14,2018,6,5
42,27,Bilal: A New Breed of Hero,VE,"$73,595 ",-76.30%,90,-210,$818 ,"$458,829 ",-,2,2018,6,5
43,32,All the Money in the World,TriS,"$58,775 ",-53.70%,63,-91,$933 ,"$24,885,219 ",-,7,2018,6,5
44,38,Film Stars Don't Die in Liverpool,SPC,"$56,956 ",10.30%,39,5,"$1,460 ","$392,690 ",-,7,2018,6,5
45,35,Murder on the Orient Express (2017),Fox,"$49,652 ",-31.20%,94,-40,$528 ,"$102,726,660 ",$55 ,14,2018,6,5
47,41,The Florida Project,A24,"$30,674 ",-35.50%,32,-6,$959 ,"$5,791,262 ",-,19,2018,6,5
48,40,The Disaster Artist,A24,"$28,774 ",-43.50%,31,-34,$928 ,"$21,064,081 ",-,11,2018,6,5
49,48,A Beautiful Planet,IMAX,"$25,508 ",13.40%,13,-1,"$1,962 ","$13,192,326 ",-,94,2018,6,5
50,49,Loving Vincent,Good Deed,"$23,226 ",15.40%,26,2,$893 ,"$6,647,957 ",-,21,2018,6,5
51,43,In the Fade,Magn.,"$22,992 ",-44.60%,26,-7,$884 ,"$246,429 ",-,7,2018,6,5
52,45,Father Figures,WB,"$22,147 ",-33.30%,62,-28,$357 ,"$17,490,008 ",-,8,2018,6,5
