TW,LW,Title,Studio,Weekend Gross,% Change,Theater Count,Change,Average,Total Gross,Budget*,Week #,ith year,ith week,last ith week
29,20,A Simple Favor,LGF,"$150,585 ",-58.20%,222,-270,$678 ,"$53,225,905 ",$20 ,7,2018,43,42
30,23,Incredibles 2,BV,"$138,566 ",-20.30%,160,-16,$866 ,"$607,899,050 ",-,20,2018,43,42
31,29,Wildlife,IFC,"$107,560 ",2.80%,18,14,"$5,976 ","$245,680 ",-,2,2018,43,42
32,25,Andhadhun,Eros,"$99,707 ",-32.50%,62,-,"$1,608 ","$1,106,295 ",-,4,2018,43,42
33,26,The Meg,WB,"$95,916 ",-30.70%,168,-35,$571 ,"$142,976,043 ",$130 ,12,2018,43,42
34,35,Disney's Christopher Robin,BV,"$93,159 ",52.90%,148,40,$629 ,"$98,835,109 ",$75 ,13,2018,43,42
36,27,Hotel Transylvania 3: Summer Vacation,Sony,"$86,141 ",-37.70%,175,15,$492 ,"$167,321,691 ",$80 ,16,2018,43,42
37,30,Tea with the Dames,IFC,"$80,792 ",-2.00%,69,-2,"$1,171 ","$575,130 ",-,6,2018,43,42
38,37,The Happy Prince,SPC,"$80,265 ",35.60%,71,46,"$1,130 ","$223,990 ",-,3,2018,43,42
39,28,The Wife,SPC,"$78,731 ",-39.60%,82,-48,$960 ,"$7,608,506 ",-,11,2018,43,42
41,47,What They Had,BST,"$60,514 ",242.20%,25,21,"$2,421 ","$85,565 ",-,2,2018,43,42
42,34,The Predator (2018),Fox,"$46,815 ",-27.90%,108,-33,$433 ,"$50,923,296 ",$88 ,7,2018,43,42
43,32,Peppermint,STX,"$44,958 ",-41.80%,88,-64,$511 ,"$35,400,097 ",$25 ,8,2018,43,42
44,36,The Guilty,Magn.,"$40,150 ",-33.10%,20,-9,"$2,008 ","$129,694 ",-,2,2018,43,42
46,41,Fahrenheit 11/9,Briarcliff,"$39,170 ",46.20%,289,252,$136 ,"$6,319,606 ",-,6,2018,43,42
47,38,Alpha,Studio 8,"$31,623 ",-41.20%,65,-21,$487 ,"$35,759,226 ",$51 ,11,2018,43,42
48,44,White Boy Rick,Studio 8,"$28,415 ",16.50%,64,7,$444 ,"$23,977,154 ",$29 ,7,2018,43,42
50,40,Jane and Emma,Excel,"$25,137 ",-39.00%,26,-3,$967 ,"$257,090 ",-,3,2018,43,42
51,39,Ant-Man and the Wasp,BV,"$25,036 ",-50.50%,68,-37,$368 ,"$216,640,060 ",-,17,2018,43,42
52,45,Studio 54,Zeit.,"$19,713 ",-11.10%,14,7,"$1,408 ","$129,074 ",-,4,2018,43,42
53,48,The Price of Everything,HBO,"$18,987 ",12.90%,8,7,"$2,373 ","$45,699 ",-,2,2018,43,42
55,22,The Oath (2018),RAtt.,"$17,861 ",-92.10%,92,-208,$194 ,"$387,431 ",-,3,2018,43,42
57,43,Slender Man,SGem,"$14,078 ",-42.80%,37,-20,$380 ,"$30,564,825 ",$10 ,12,2018,43,42
59,46,Mandy,RLJ,"$12,129 ",-40.40%,10,-4,"$1,213 ","$1,197,376 ",-,7,2018,43,42
60,57,Matangi/Maya/M.I.A.,Abr.,"$11,309 ",7.70%,6,-,"$1,885 ","$196,382 ",-,5,2018,43,42
62,54,A Beautiful Planet,IMAX,"$8,755 ",-29.90%,4,-3,"$2,189 ","$15,269,300 ",-,131,2018,43,42
63,50,Monsters and Men,Neon,"$8,722 ",-37.70%,10,-15,$872 ,"$500,101 ",-,5,2018,43,42
64,51,1945,Men.,"$8,476 ",-36.00%,9,-6,$942 ,"$981,778 ",-,52,2018,43,42
65,56,"Love, Gilda",Magn.,"$7,835 ",-26.00%,18,-1,$435 ,"$612,478 ",-,6,2018,43,42
67,55,Searching,SGem,"$7,193 ",-35.30%,25,-9,$288 ,"$25,957,083 ",-,10,2018,43,42
68,53,Wings of Desire (2018 re-release),Jan.,"$6,999 ",-45.70%,1,-,"$6,999 ","$32,202 ",-,2,2018,43,42
69,33,Namaste England,Eros,"$6,695 ",-90.10%,71,-,$94 ,"$100,803 ",-,2,2018,43,42
74,72,Kusama: Infinity,Magn.,"$4,754 ",24.60%,7,-2,$679 ,"$330,596 ",-,8,2018,43,42
75,49,Unbroken: Path to Redemption,PFR,"$4,668 ",-66.70%,21,-31,$222 ,"$6,197,181 ",-,7,2018,43,42
76,52,Little Women (2018),Pinnacle,"$4,534 ",-65.10%,10,-9,$453 ,"$1,355,955 ",-,5,2018,43,42
78,60,The Fireflies are Gone,EOne,"$4,139 ",-45.00%,10,-,$414 ,"$234,581 ",-,6,2018,43,42
81,77,Puzzle,SPC,"$3,804 ",46.50%,8,4,$476 ,"$2,026,265 ",-,14,2018,43,42
82,101,The Children Act,A24,"$3,668 ",535.70%,4,2,$917 ,"$505,488 ",-,7,2018,43,42
83,59,The Great Buster: A Celebration,Cohen,"$3,020 ",-63.80%,5,2,$604 ,"$34,497 ",-,4,2018,43,42
84,62,Pick of the Litter,IFC,"$2,703 ",-59.10%,11,-5,$246 ,"$519,151 ",-,9,2018,43,42
85,61,The Great Battle,WGUSA,"$2,590 ",-64.10%,2,-2,"$1,295 ","$470,657 ",-,6,2018,43,42
86,108,Antonio Lopez 1970: Sex Fashion & Disco,FM,"$2,496 ",898.40%,5,4,$499 ,"$37,359 ",-,7,2018,43,42
87,78,God Bless the Broken Road,Free,"$2,425 ",0.10%,10,4,$243 ,"$2,841,744 ",-,8,2018,43,42
88,98,MFKZ,GK,"$2,283 ",278.60%,1,-,"$2,283 ","$226,548 ",-,3,2018,43,42
89,81,The Cakemaker,Strand,"$2,225 ",-6.30%,2,-,"$1,113 ","$871,577 ",-,18,2018,43,42
90,73,Golden Job,WGUSA,"$2,169 ",-41.50%,1,-1,"$2,169 ","$284,400 ",-,5,2018,43,42
91,76,All About Nina,Orch.,"$2,039 ",-28.20%,8,-,$255 ,"$97,950 ",-,5,2018,43,42
92,83,Blaze (2018),IFC,"$1,988 ",12.20%,12,-,$166 ,"$684,869 ",-,11,2018,43,42
93,68,On Her Shoulders,Osci.,"$1,524 ",-65.20%,2,1,$762 ,"$10,658 ",-,2,2018,43,42
95,75,Horn From the Heart,Abr.,"$1,442 ",-53.30%,2,1,$721 ,"$7,090 ",-,2,2018,43,42
98,79,Beautifully Broken,AAE,"$1,192 ",-50.40%,2,1,$596 ,"$1,207,813 ",-,10,2018,43,42
100,69,The Advocates,CLS,$969 ,-77.70%,1,-,$969 ,"$9,523 ",-,2,2018,43,42
102,64,Operation Finale,MGM,$856 ,-83.80%,8,-6,$107 ,"$17,608,504 ",$24 ,9,2018,43,42
103,92,Born to Be Wild (IMAX),WB,$851 ,-15.10%,5,1,$170 ,"$25,779,594 ",-,395,2018,43,42
105,88,Sorry to Bother You,Annapurna,$795 ,-40.10%,2,-1,$398 ,"$17,492,890 ",-,17,2018,43,42
106,85,Black '47,IFC,$790 ,-52.70%,3,-2,$263 ,"$46,988 ",-,5,2018,43,42
108,100,Under the Sea 3D,WB,$714 ,23.50%,4,1,$179 ,"$35,979,693 ",-,507,2018,43,42
109,80,The Big Bad Fox and Other Tales,GK,$435 ,-81.90%,1,-3,$435 ,"$34,939 ",-,20,2018,43,42
110,87,Liyana,Abr.,$408 ,-69.80%,1,-,$408 ,"$8,984 ",-,3,2018,43,42
111,42,Small Group,Gathr,$389 ,-98.50%,3,-7,$130 ,"$37,058 ",-,2,2018,43,42
112,71,Museo,Vita.,$314 ,-92.40%,4,-2,$79 ,"$134,371 ",-,7,2018,43,42
115,84,Hubble 3D,WB,$268 ,-84.00%,5,-2,$54 ,"$52,339,471 ",-,450,2018,43,42
116,107,Stella's Last Weekend,Pala.,$90 ,-69.20%,2,-2,$45 ,"$3,762 ",-,3,2018,43,42
117,111,Journey to the South Pacific,IMAX,$77 ,-41.70%,1,-,$77 ,"$7,641,286 ",-,257,2018,43,42
118,112,Feng Shui (Myung Dang),CJ,$61 ,1.70%,1,-2,$61 ,"$64,080 ",-,6,2018,43,42
119,93,Helicopter Eela,Eros,$59 ,-93.30%,70,-,$1 ,"$71,838 ",-,3,2018,43,42
4,2,A Star is Born (2018),WB,"$11,003,083 ",-21.60%,3431,-473,"$3,207 ","$165,537,649 ",$36 ,5,2018,44,43
5,1,Halloween (2018),Uni.,"$10,830,865 ",-65.50%,3775,-215,"$2,869 ","$150,224,570 ",$10 ,3,2018,44,43
6,3,Venom (2018),Sony,"$7,877,174 ",-26.10%,3067,-500,"$2,568 ","$198,690,522 ",$100 ,5,2018,44,43
7,8,Smallfoot,WB,"$3,861,672 ",-18.90%,2002,-660,"$1,929 ","$77,540,973 ",-,6,2018,44,43
8,4,Goosebumps 2: Haunted Halloween,Sony,"$3,773,720 ",-48.20%,2828,-895,"$1,334 ","$43,906,036 ",$35 ,4,2018,44,43
9,5,Hunter Killer,LG/S,"$3,528,129 ",-47.00%,2720,-8,"$1,297 ","$12,968,245 ",$40 ,2,2018,44,43
10,6,The Hate U Give,Fox,"$3,353,422 ",-34.30%,1507,-868,"$2,225 ","$23,414,346 ",$23 ,5,2018,44,43
11,7,First Man,Uni.,"$2,184,385 ",-55.10%,1712,-1247,"$1,276 ","$41,974,255 ",$59 ,4,2018,44,43
12,9,Night School (2018),Uni.,"$1,990,285 ",-38.50%,1271,-720,"$1,566 ","$74,385,500 ",$29 ,6,2018,44,43
13,18,Beautiful Boy (2018),Amazon,"$1,345,727 ",105.90%,540,348,"$2,492 ","$3,148,969 ",-,4,2018,44,43
14,10,Mid90s,A24,"$1,330,522 ",-55.40%,1091,-115,"$1,220 ","$5,791,490 ",-,3,2018,44,43
15,12,Johnny English Strikes Again,Uni.,"$1,037,230 ",-36.70%,552,8,"$1,879 ","$3,253,995 ",$25 ,2,2018,44,43
16,21,Can You Ever Forgive Me?,FoxS,"$1,032,318 ",189.70%,180,155,"$5,735 ","$1,752,458 ",-,3,2018,44,43
17,11,The Old Man & the Gun,FoxS,"$1,015,902 ",-42.40%,765,-277,"$1,328 ","$9,186,589 ",-,6,2018,44,43
18,15,Free Solo,NGE,"$1,009,425 ",-11.90%,363,-29,"$2,781 ","$6,893,376 ",-,6,2018,44,43
19,25,Suspiria,Amazon,"$979,882 ",432.40%,311,309,"$3,151 ","$1,230,739 ",-,2,2018,44,43
20,13,Indivisible,PFR,"$760,846 ",-49.40%,742,-88,"$1,025 ","$2,890,719 ",-,2,2018,44,43
21,16,The House With A Clock In Its Walls,Uni.,"$526,900 ",-49.90%,510,-532,"$1,033 ","$67,349,050 ",$42 ,7,2018,44,43
22,14,Bad Times At The El Royale,Fox,"$296,514 ",-78.10%,322,-1476,$921 ,"$17,474,616 ",$32 ,4,2018,44,43
24,22,Crazy Rich Asians,WB,"$244,843 ",-30.10%,208,-73,"$1,177 ","$173,206,603 ",$30 ,12,2018,44,43
26,23,Colette,BST,"$178,358 ",-46.20%,130,-105,"$1,372 ","$4,783,042 ",-,7,2018,44,43
27,30,Incredibles 2,BV,"$168,949 ",21.90%,150,-10,"$1,126 ","$608,109,517 ",-,21,2018,44,43
28,20,Gosnell: The Trial of America's Biggest Serial Killer,GVN,"$144,714 ",-62.90%,267,-200,$542 ,"$3,546,622 ",-,4,2018,44,43
29,34,Disney's Christopher Robin,BV,"$139,933 ",50.20%,165,17,$848 ,"$99,010,982 ",$75 ,14,2018,44,43
30,27,The Nun,WB (NL),"$128,890 ",-25.20%,211,-124,$611 ,"$117,277,020 ",$22 ,9,2018,44,43
31,31,Wildlife,IFC,"$116,644 ",8.40%,55,37,"$2,121 ","$408,325 ",-,3,2018,44,43
33,38,The Happy Prince,SPC,"$86,296 ",7.50%,277,206,$312 ,"$356,790 ",-,4,2018,44,43
34,54,Rampant,WGUSA,"$70,878 ",286.80%,29,27,"$2,444 ","$102,432 ",-,2,2018,44,43
35,24,The Sisters Brothers,Annapurna,"$66,665 ",-76.10%,146,-628,$457 ,"$3,004,912 ",-,7,2018,44,43
36,32,Andhadhun,Eros,"$66,524 ",-33.30%,62,-,"$1,073 ","$1,193,046 ",-,5,2018,44,43
37,29,A Simple Favor,LGF,"$65,631 ",-56.40%,102,-120,$643 ,"$53,362,121 ",$20 ,8,2018,44,43
39,37,Tea with the Dames,IFC,"$60,053 ",-25.70%,52,-17,"$1,155 ","$689,045 ",-,7,2018,44,43
40,36,Hotel Transylvania 3: Summer Vacation,Sony,"$56,849 ",-34.00%,104,-71,$547 ,"$167,401,329 ",$80 ,17,2018,44,43
41,40,Border,Neon,"$54,295 ",-26.30%,12,5,"$4,525 ","$163,056 ",-,2,2018,44,43
42,49,Burning,WGUSA,"$54,234 ",107.60%,6,4,"$9,039 ","$93,983 ",-,2,2018,44,43
44,39,The Wife,SPC,"$40,441 ",-48.60%,49,-33,$825 ,"$7,691,644 ",-,12,2018,44,43
45,41,What They Had,BST,"$40,103 ",-33.70%,37,12,"$1,084 ","$161,794 ",-,3,2018,44,43
47,42,The Predator (2018),Fox,"$31,689 ",-32.30%,72,-36,$440 ,"$50,971,245 ",$88 ,8,2018,44,43
48,47,Alpha,Studio 8,"$28,362 ",-10.30%,41,-24,$692 ,"$35,799,576 ",$51 ,12,2018,44,43
49,67,Searching,SGem,"$27,323 ",279.90%,52,27,$525 ,"$25,989,373 ",-,11,2018,44,43
50,56,Viper Club,RAtt.,"$26,544 ",87.20%,70,67,$379 ,"$44,859 ",-,2,2018,44,43
51,26,Hell Fest,LGF,"$25,615 ",-85.30%,92,-815,$278 ,"$11,099,771 ",$5.50 ,6,2018,44,43
53,44,The Guilty,Magn.,"$20,136 ",-49.80%,17,-3,"$1,184 ","$167,909 ",-,3,2018,44,43
54,53,The Price of Everything,HBO,"$15,589 ",-17.90%,7,-1,"$2,227 ","$73,476 ",-,3,2018,44,43
55,73,"Monrovia, Indiana",Zipp.,"$13,950 ",169.70%,10,9,"$1,395 ","$21,330 ",-,2,2018,44,43
56,112,Museo,Vita.,"$12,685 ",3939.80%,5,1,"$2,537 ","$148,505 ",-,8,2018,44,43
57,48,White Boy Rick,Studio 8,"$12,331 ",-56.60%,38,-26,$325 ,"$24,004,833 ",$29 ,8,2018,44,43
58,50,Jane and Emma,Excel,"$11,569 ",-54.00%,14,-12,$826 ,"$294,231 ",-,4,2018,44,43
59,52,Studio 54,Zeit.,"$9,810 ",-50.20%,7,-7,"$1,401 ","$150,870 ",-,5,2018,44,43
60,83,The Great Buster: A Celebration,Cohen,"$8,728 ",189.00%,8,3,"$1,091 ","$46,720 ",-,5,2018,44,43
61,76,Little Women (2018),Pinnacle,"$8,632 ",90.40%,36,26,$240 ,"$1,368,624 ",-,6,2018,44,43
63,59,Mandy,RLJ,"$7,292 ",-39.90%,5,-5,"$1,458 ","$1,214,525 ",-,8,2018,44,43
64,93,On Her Shoulders,Osci.,"$7,259 ",376.30%,7,5,"$1,037 ","$19,351 ",-,3,2018,44,43
65,60,Matangi/Maya/M.I.A.,Abr.,"$7,212 ",-36.20%,5,-1,"$1,442 ","$209,354 ",-,6,2018,44,43
66,62,A Beautiful Planet,IMAX,"$6,941 ",-20.70%,7,3,$992 ,"$15,294,482 ",-,132,2018,44,43
67,82,The Children Act,A24,"$6,120 ",66.80%,16,12,$383 ,"$518,545 ",-,8,2018,44,43
69,64,1945,Men.,"$5,973 ",-29.50%,8,-1,$747 ,"$995,578 ",-,53,2018,44,43
70,61,Bel Canto,Scre.,"$5,767 ",-34.40%,7,-4,$824 ,"$103,855 ",-,8,2018,44,43
71,35,Silencio,Tulip,"$5,544 ",-93.90%,33,-315,$168 ,"$155,184 ",-,2,2018,44,43
72,68,Wings of Desire (2018 re-release),Jan.,"$4,600 ",-34.30%,2,1,"$2,300 ","$44,119 ",-,3,2018,44,43
73,75,Unbroken: Path to Redemption,PFR,"$4,399 ",-5.80%,11,-10,$400 ,"$6,204,263 ",-,8,2018,44,43
75,45,The Fog (2018 re-release),Rialto,"$3,746 ",-90.50%,6,-37,$624 ,"$64,029 ",-,2,2018,44,43
76,79,Senso (2018 re-release),Rialto,"$3,711 ",-6.90%,1,-,"$3,711 ","$11,947 ",-,2,2018,44,43
77,74,Kusama: Infinity,Magn.,"$3,297 ",-30.60%,6,-1,$550 ,"$336,610 ",-,9,2018,44,43
78,78,The Fireflies are Gone,EOne,"$3,089 ",-25.40%,4,-6,$772 ,"$241,763 ",-,7,2018,44,43
80,84,Pick of the Litter,IFC,"$2,598 ",-3.90%,4,-7,$650 ,"$522,405 ",-,10,2018,44,43
81,95,Horn From the Heart,Abr.,"$2,472 ",71.40%,1,-1,"$2,472 ","$8,462 ",-,3,2018,44,43
82,65,"Love, Gilda",Magn.,"$2,227 ",-71.60%,9,-9,$247 ,"$619,076 ",-,7,2018,44,43
83,28,London Fields,GVN,"$2,144 ",-98.70%,32,-581,$67 ,"$249,796 ",-,2,2018,44,43
84,89,The Cakemaker,Strand,"$2,109 ",-5.20%,2,-,"$1,055 ","$874,584 ",-,19,2018,44,43
85,58,Shine (2018),GVN,"$1,907 ",-85.50%,4,-13,$477 ,"$332,833 ",-,5,2018,44,43
86,103,Born to Be Wild (IMAX),WB,"$1,850 ",117.40%,6,1,$308 ,"$25,783,490 ",-,396,2018,44,43
87,70,Life & Nothing More,CFI,"$1,840 ",-71.80%,2,-4,$920 ,"$11,900 ",-,2,2018,44,43
88,86,Antonio Lopez 1970: Sex Fashion & Disco,FM,"$1,615 ",-35.30%,4,-1,$404 ,"$40,675 ",-,8,2018,44,43
89,87,God Bless the Broken Road,Free,"$1,545 ",-36.30%,5,-5,$309 ,"$2,844,549 ",-,9,2018,44,43
90,92,Blaze (2018),IFC,"$1,535 ",-22.80%,6,-6,$256 ,"$687,995 ",-,12,2018,44,43
91,72,A Bread Factory,ITF,"$1,475 ",-74.80%,2,-,$738 ,"$15,431 ",-,2,2018,44,43
93,113,The Rider,SPC,"$1,213 ",322.60%,3,1,$404 ,"$2,404,646 ",-,30,2018,44,43
94,77,Weed the People,Abr.,"$1,177 ",-72.50%,2,1,$589 ,"$7,290 ",-,2,2018,44,43
95,91,All About Nina,Orch.,"$1,042 ",-48.90%,5,-3,$208 ,"$100,335 ",-,6,2018,44,43
97,102,Operation Finale,MGM,$793 ,-7.40%,3,-5,$264 ,"$17,611,017 ",$24 ,10,2018,44,43
98,81,Puzzle,SPC,$686 ,-82.00%,2,-6,$343 ,"$2,028,346 ",-,15,2018,44,43
100,88,MFKZ,GK,$615 ,-73.10%,1,-,$615 ,"$228,991 ",-,4,2018,44,43
102,109,The Big Bad Fox and Other Tales,GK,$508 ,16.80%,1,-,$508 ,"$35,787 ",-,27,2018,44,43
103,69,Namaste England,Eros,$474 ,-92.90%,71,-,$7 ,"$104,079 ",-,3,2018,44,43
106,116,Stella's Last Weekend,Pala.,$369 ,310.00%,1,-1,$369 ,"$4,180 ",-,4,2018,44,43
107,108,Under the Sea 3D,WB,$363 ,-49.20%,2,-2,$182 ,"$35,980,468 ",-,508,2018,44,43
108,71,Bullitt County,Mr. Pictures,$282 ,-95.70%,1,-8,$282 ,"$10,442 ",-,2,2018,44,43
110,115,Hubble 3D,WB,$263 ,-1.90%,4,-1,$66 ,"$52,340,079 ",-,451,2018,44,43
113,99,Life Itself (2018),Amazon,$125 ,-88.30%,2,-2,$63 ,"$4,102,648 ",-,7,2018,44,43
114,119,Helicopter Eela,Eros,$123 ,108.50%,70,-,$2 ,"$71,971 ",-,4,2018,44,43
115,106,Black '47,IFC,$116 ,-85.30%,1,-2,$116 ,"$47,806 ",-,6,2018,44,43
116,110,Liyana,Abr.,$90 ,-77.90%,2,1,$45 ,"$9,184 ",-,4,2018,44,43
117,118,Feng Shui (Myung Dang),CJ,$40 ,-34.40%,1,-,$40 ,"$64,120 ",-,7,2018,44,43
118,117,Journey to the South Pacific,IMAX,$22 ,-71.40%,1,-,$22 ,"$7,641,308 ",-,258,2018,44,43
2,1,Bohemian Rhapsody,Fox,"$31,201,568 ",-38.90%,4000,-,"$7,800 ","$100,362,116 ",$52 ,2,2018,45,44
4,2,The Nutcracker and the Four Realms,BV,"$10,086,869 ",-50.40%,3766,-,"$2,678 ","$35,778,403 ",$120 ,2,2018,45,44
5,4,A Star is Born (2018),WB,"$8,105,163 ",-26.30%,2848,-583,"$2,846 ","$178,115,551 ",$36 ,6,2018,45,44
7,3,Nobody's Fool,Par.,"$6,636,242 ",-51.70%,2468,-,"$2,689 ","$24,372,350 ",$19 ,2,2018,45,44
8,6,Venom (2018),Sony,"$4,915,378 ",-37.60%,2351,-716,"$2,091 ","$206,298,981 ",$100 ,6,2018,45,44
9,5,Halloween (2018),Uni.,"$3,998,885 ",-63.10%,2717,-1058,"$1,472 ","$156,968,730 ",$10 ,4,2018,45,44
10,10,The Hate U Give,Fox,"$2,051,363 ",-38.80%,1108,-399,"$1,851 ","$26,687,246 ",$23 ,6,2018,45,44
11,7,Smallfoot,WB,"$1,508,102 ",-60.90%,1318,-684,"$1,144 ","$80,309,655 ",-,7,2018,45,44
12,13,Beautiful Boy (2018),Amazon,"$1,450,661 ",7.80%,776,236,"$1,869 ","$5,227,614 ",-,5,2018,45,44
13,16,Can You Ever Forgive Me?,FoxS,"$1,442,422 ",39.70%,391,211,"$3,689 ","$3,577,399 ",-,4,2018,45,44
15,12,Night School (2018),Uni.,"$1,000,260 ",-49.70%,717,-554,"$1,395 ","$75,997,005 ",$29 ,7,2018,45,44
16,11,First Man,Uni.,"$918,060 ",-58.00%,815,-897,"$1,126 ","$43,730,765 ",$59 ,5,2018,45,44
17,8,Goosebumps 2: Haunted Halloween,Sony,"$886,978 ",-76.50%,1519,-1309,$584 ,"$45,867,822 ",$35 ,5,2018,45,44
18,25,Boy Erased,Focus,"$758,173 ",266.20%,77,72,"$9,846 ","$1,031,337 ",-,2,2018,45,44
19,18,Free Solo,NGE,"$758,127 ",-24.90%,266,-97,"$2,850 ","$8,143,743 ",-,7,2018,45,44
20,9,Hunter Killer,LG/S,"$726,230 ",-79.40%,957,-1763,$759 ,"$15,202,381 ",$40 ,3,2018,45,44
22,17,The Old Man & the Gun,FoxS,"$457,211 ",-55.00%,395,-370,"$1,157 ","$10,218,046 ",-,7,2018,45,44
23,14,Mid90s,A24,"$401,506 ",-69.80%,340,-751,"$1,181 ","$6,818,996 ",-,4,2018,45,44
24,19,Suspiria,Amazon,"$366,600 ",-62.60%,261,-50,"$1,405 ","$1,945,156 ",-,3,2018,45,44
25,15,Johnny English Strikes Again,Uni.,"$357,125 ",-65.60%,191,-361,"$1,870 ","$3,991,270 ",$25 ,3,2018,45,44
27,21,The House With A Clock In Its Walls,Uni.,"$306,795 ",-41.80%,281,-229,"$1,092 ","$67,812,775 ",$42 ,8,2018,45,44
28,24,Crazy Rich Asians,WB,"$226,254 ",-7.60%,222,14,"$1,019 ","$173,517,672 ",$30 ,13,2018,45,44
29,38,A Private War,Aviron,"$196,585 ",225.00%,38,34,"$5,173 ","$279,028 ",-,2,2018,45,44
31,20,Indivisible,PFR,"$165,814 ",-78.20%,202,-540,$821 ,"$3,372,507 ",-,3,2018,45,44
32,31,Wildlife,IFC,"$130,944 ",12.30%,105,50,"$1,247 ","$599,413 ",-,4,2018,45,44
33,27,Incredibles 2,BV,"$122,819 ",-27.30%,140,-10,$877 ,"$608,276,278 ",-,22,2018,45,44
34,32,Maria by Callas,SPC,"$97,587 ",6.20%,26,10,"$3,753 ","$308,969 ",-,2,2018,45,44
35,22,Bad Times At The El Royale,Fox,"$95,182 ",-67.90%,124,-198,$768 ,"$17,697,476 ",$32 ,5,2018,45,44
36,26,Colette,BST,"$90,696 ",-49.10%,81,-49,"$1,120 ","$4,963,683 ",-,8,2018,45,44
38,42,Burning,WGUSA,"$76,608 ",41.30%,27,21,"$2,837 ","$195,760 ",-,3,2018,45,44
39,37,A Simple Favor,LGF,"$69,012 ",5.20%,127,25,$543 ,"$53,464,279 ",$20 ,9,2018,45,44
40,29,Disney's Christopher Robin,BV,"$65,186 ",-53.40%,122,-43,$534 ,"$99,113,970 ",$75 ,15,2018,45,44
41,30,The Nun,WB (NL),"$63,978 ",-50.40%,128,-83,$500 ,"$117,379,749 ",$22 ,10,2018,45,44
43,41,Border,Neon,"$48,196 ",-11.20%,16,4,"$3,012 ","$246,709 ",-,3,2018,45,44
45,45,What They Had,BST,"$36,465 ",-9.10%,53,16,$688 ,"$223,210 ",-,4,2018,45,44
46,39,Tea with the Dames,IFC,"$36,445 ",-39.30%,39,-13,$934 ,"$759,568 ",-,8,2018,45,44
47,40,Hotel Transylvania 3: Summer Vacation,Sony,"$36,011 ",-36.70%,81,-23,$445 ,"$167,450,959 ",$80 ,18,2018,45,44
48,44,The Wife,SPC,"$29,939 ",-26.00%,35,-14,$855 ,"$7,741,847 ",-,13,2018,45,44
49,43,Bodied,Neon,"$28,464 ",-46.30%,17,3,"$1,674 ","$100,116 ",-,2,2018,45,44
50,35,The Sisters Brothers,Annapurna,"$27,953 ",-58.10%,104,-42,$269 ,"$3,073,224 ",-,8,2018,45,44
52,48,Alpha,Studio 8,"$21,308 ",-24.90%,37,-4,$576 ,"$35,829,745 ",$51 ,13,2018,45,44
53,33,The Happy Prince,SPC,"$19,724 ",-77.10%,73,-204,$270 ,"$432,023 ",-,5,2018,45,44
54,47,The Predator (2018),Fox,"$17,307 ",-45.40%,43,-29,$402 ,"$50,998,804 ",$88 ,9,2018,45,44
55,60,The Great Buster: A Celebration,Cohen,"$16,569 ",89.80%,14,6,"$1,184 ","$67,386 ",-,6,2018,45,44
56,58,Jane and Emma,Excel,"$16,101 ",39.20%,8,-6,"$2,013 ","$320,665 ",-,5,2018,45,44
57,34,Rampant,WGUSA,"$15,478 ",-78.20%,9,-20,"$1,720 ","$156,394 ",-,3,2018,45,44
58,49,Searching,SGem,"$14,721 ",-46.10%,38,-14,$387 ,"$26,015,149 ",-,12,2018,45,44
59,28,Gosnell: The Trial of America's Biggest Serial Killer,GVN,"$11,847 ",-91.80%,33,-234,$359 ,"$3,635,098 ",-,5,2018,45,44
60,66,A Beautiful Planet,IMAX,"$11,440 ",64.80%,5,-2,"$2,288 ","$15,341,545 ",-,133,2018,45,44
61,70,Bel Canto,Scre.,"$9,404 ",63.10%,4,-3,"$2,351 ","$116,080 ",-,9,2018,45,44
62,55,"Monrovia, Indiana",Zipp.,"$8,804 ",-36.90%,10,-,$880 ,"$36,334 ",-,3,2018,45,44
63,46,In Search of Greatness,Art of Sport,"$8,273 ",-74.90%,10,-6,$827 ,"$54,192 ",-,2,2018,45,44
67,53,The Guilty,Magn.,"$6,036 ",-70.00%,16,-1,$377 ,"$184,010 ",-,4,2018,45,44
68,68,Searching for Ingmar Bergman,Osci.,"$4,959 ",-17.30%,3,2,"$1,653 ","$14,153 ",-,2,2018,45,44
70,90,Blaze (2018),IFC,"$4,545 ",196.10%,6,-,$758 ,"$693,426 ",-,13,2018,45,44
71,101,Memoir of War,MBox,"$3,971 ",576.50%,3,2,"$1,324 ","$101,195 ",-,13,2018,45,44
72,72,Wings of Desire (2018 re-release),Jan.,"$3,513 ",-23.60%,1,-1,"$3,513 ","$56,058 ",-,4,2018,45,44
73,54,The Price of Everything,HBO,"$3,425 ",-78.00%,3,-4,"$1,142 ","$85,277 ",-,4,2018,45,44
75,61,Little Women (2018),Pinnacle,"$2,691 ",-68.80%,12,-24,$224 ,"$1,376,778 ",-,7,2018,45,44
77,81,Horn From the Heart,Abr.,"$2,650 ",7.20%,1,-,"$2,650 ","$15,356 ",-,4,2018,45,44
78,76,Senso (2018 re-release),Rialto,"$2,592 ",-30.20%,2,1,"$1,296 ","$18,139 ",-,3,2018,45,44
80,116,Liyana,Abr.,"$2,407 ",2574.40%,3,1,$802 ,"$11,804 ",-,5,2018,45,44
81,69,1945,Men.,"$2,331 ",-61.00%,3,-5,$777 ,"$1,002,918 ",-,54,2018,45,44
